"Market","Side","Type","Size","Price","Order Type","Trade Type","PnL","Fees","Date Time"
"SOL-PERP","buy","","0.4","99.269","limit","trade","-0.104566","0.031766","2024-02-02T04:56:50.000Z"
"SOL-PERP","sell","","0.4","99.087","limit","trade","-0.031708","0.031708","2024-02-02T04:32:18.000Z"
"SOL-PERP","buy","","0.1","99.39","limit","trade","-0.11135","0.00795","2024-02-02T02:57:21.000Z"
"SOL-PERP","buy","","0.5","99.382","limit","trade","-0.552753","0.039753","2024-02-02T02:57:21.000Z"
"SOL-PERP","sell","","0.6","98.356","limit","trade","-0.047211","0.047211","2024-02-02T02:36:49.000Z"
"SOL-PERP","buy","","0.3","98.547","limit","trade","-0.004147","0.023647","2024-02-02T02:24:23.000Z"
"SOL-PERP","buy","","0.5","98.524","limit","trade","0.004587","0.039413","2024-02-02T02:24:23.000Z"
"SOL-PERP","sell","","0.8","98.612","limit","trade","-0.063112","0.063112","2024-02-02T02:03:34.000Z"
"SOL-PERP","buy","","0.2","98.583","limit","trade","0.055627","0.015773","2024-02-02T01:38:06.000Z"
"SOL-PERP","buy","","0.5","98.583","limit","trade","0.139068","0.039432","2024-02-02T01:38:06.000Z"
"SOL-PERP","sell","","0.7","98.94","limit","trade","-0.055406","0.055406","2024-02-02T01:24:20.000Z"
"SOL-PERP","buy","","0.9","99","limit","trade","0.23112","0.07128","2024-02-02T01:03:21.000Z"
"SOL-PERP","sell","","0.9","99.336","limit","trade","-0.071522","0.071522","2024-02-02T00:47:48.000Z"
"SOL-PERP","buy","","0.1","99.248","limit","trade","-0.148861","0.007939","2024-02-02T00:26:35.000Z"
"SOL-PERP","buy","","0.8","99.247","limit","trade","-1.190096","0.063518","2024-02-02T00:26:35.000Z"
"SOL-PERP","sell","","0.2","97.838","limit","trade","-0.015654","0.015654","2024-02-02T00:11:50.000Z"
"SOL-PERP","sell","","0.7","97.839","limit","trade","-0.054789","0.054789","2024-02-02T00:11:50.000Z"
"SOL-PERP","buy","","1","97.876","limit","trade","-0.450301","0.078301","2024-02-01T23:56:53.000Z"
