"Market","Side","Type","Size","Price","Order Type","Trade Type","PnL","Fees","Date Time"
"SOL-PERP","buy","","0.3","99.042","limit","trade","0.18683","0.02377","2024-01-31T14:23:41.000Z"
"SOL-PERP","sell","","0.3","99.744","limit","trade","-0.023939","0.023939","2024-01-31T13:51:48.000Z"
"SOL-PERP","buy","","0.6","99.168","limit","trade","0.169399","0.047601","2024-01-31T13:06:51.000Z"
"SOL-PERP","sell","","0.1","99.518","limit","trade","-0.007962","0.007962","2024-01-31T12:52:24.000Z"
"SOL-PERP","sell","","0.5","99.532","limit","trade","-0.039811","0.039811","2024-01-31T12:52:24.000Z"
"SOL-PERP","buy","","0.3","99.93","limit","trade","-0.071983","0.023983","2024-01-31T12:28:53.000Z"
"SOL-PERP","sell","","0.3","99.77","limit","trade","-0.023945","0.023945","2024-01-31T12:27:24.000Z"
"SOL-PERP","buy","","0.7","99.826","limit","trade","-0.538203","0.055903","2024-01-31T12:26:41.000Z"
"SOL-PERP","sell","","0.7","99.137","limit","trade","-0.055517","0.055517","2024-01-31T12:17:36.000Z"
"SOL-PERP","buy","","0.8","99.335","limit","trade","-0.039574","0.063574","2024-01-31T10:34:09.000Z"
"SOL-PERP","sell","","0.8","99.365","limit","trade","-0.063594","0.063594","2024-01-31T10:19:31.000Z"
