time,open,high,low,close,TD8,TD8,TD9,TD9,Small Bull Arrow,Small Bear Arrow,Big Bull Arrow,Big Bear Arrow,Overbought band,Oversold band,Caution,Danger
1767099600,87928.43,88048.55,87826.84,88022.38,,1,,,0,0,0,0,88075.56708894577,86787.1438547915,,
1767103200,88017.8,88919.95,87740.7,88797.05,,,,1,0,0,0,0,88285.21171666344,86784.5432395766,,
1767106800,88793.36,89085.14,88140.68,88954.2,,,,,0,0,0,0,88513.76234983966,86756.63568093364,,
1767110400,88958.5,89348.86,88521.28,88690.02,,,,,0,0,0,0,88763.39551033574,86726.10054751714,,
1767114000,88687.05,88846.62,88086.19,88328.95,,,,,0,0,0,0,88880.98746845803,86750.31760601964,,
1767117600,88324.2,88452.33,88075.45,88258.13,,,,,0,0,0,0,88933.90785271837,86795.23546156187,,
1767121200,88257.9,88375.49,87912.28,88171.29,,,,,0,0,0,0,88971.76997628348,86839.28147467812,,
1767124800,88169.54,88173.48,87825.26,87866.54,,,,,0,0,0,0,88985.45443533492,86897.75582833089,,
1767128400,87872.29,88275.51,87827.67,88221.07,,,,,0,0,0,0,88999.91576465167,86959.84276305106,,
1767132000,88223.32,88411.1,88223.29,88358.86,,,,,0,0,0,0,89015.42662064823,87047.68479792727,,
1767135600,88357.61,88517.91,88302.89,88428.35,,,,,0,0,0,0,89034.67778929506,87184.84492057268,,
1767139200,88427.84,88432.05,88183.99,88190.78,,,,,0,0,0,0,89039.91631130845,87254.33840291607,,
1767142800,88191.28,88711.05,88110.1,88585.65,,,,,0,0,0,0,89046.23098330662,87363.61327090759,,
1767146400,88582.15,88673.59,88460.22,88601.99,,,,,0,0,0,0,89044.28794087844,87461.8716687131,,
1767150000,88603.24,88739.56,88305.17,88376.9,,,,,0,0,0,0,89038.85048514997,87555.18199671227,,
1767153600,88379.18,88473.49,88261.58,88262.88,,,,,0,0,0,0,89045.04169313416,87640.98508832294,,
1767157200,88266.88,88448,88266.86,88386.32,,,,,0,0,0,0,89041.0857376217,87702.73368628434,,
1767160800,88384.32,88488.12,88382.31,88435.83,,,,,0,0,0,0,89042.82805595796,87728.83987606243,,
1767164400,88434.83,88553.8,88355.87,88536.25,,,,,0,0,0,0,89033.89418913785,87784.58359004311,,
1767168000,88535.74,88653.51,88321.51,88359.48,,,,,0,0,0,0,89028.95196346744,87823.07798851875,,
1767171600,88362.8,88638.38,88362.8,88592.71,,,,,0,0,0,0,89019.26375002222,87863.74247110402,,
1767175200,88592.98,88810.73,88592.96,88760.26,,,,,0,0,0,0,89005.98998181892,87917.89967894256,,
1767178800,88762.76,88968.4,88728.8,88936.57,,,,,0,0,0,0,88985.99240582013,87908.10293062334,,
1767182400,88937.12,88965.48,88664.38,88696.83,,,,,0,0,0,0,88897.25289541544,87900.10607896654,,
1767186000,88696.33,88979.72,88669.93,88906.46,,,,,0,0,0,0,88919.1118481672,87911.43188312775,,
1767189600,88906.21,89122.35,88208.43,88407.07,,,,,0,0,0,0,88991.94291328396,87924.15108385532,,
1767193200,88406.71,88412,87715.62,87866.5,,,,,0,0,0,0,88991.2407517254,87886.96797397264,,
1767196800,87870.83,87972.02,87336.7,87575.84,,,,,0,0,0,0,89013.24004806016,87776.566829105,,
1767200400,87572.62,87672.5,87416.08,87542.49,,,,,0,0,0,0,89077.44956386078,87699.26720174434,,
1767204000,87546.74,87908.19,87495.5,87611.07,,,,,0,0,0,0,89097.11110470338,87610.36377742788,,
1767207600,87613.53,87786.36,87439.09,87454.83,,,,,0,0,0,0,89116.5447436179,87517.98411994545,,
1767211200,87451.83,87601.47,87141.79,87570.52,,,,,0,0,0,0,89146.44122310214,87384.7538691521,,
1767214800,87569.87,87772.33,87564.27,87705.18,,,,,0,0,0,0,89132.51102903922,87335.74620395804,,
1767218400,87705.55,87786.07,87574.95,87639.6,,,,,0,0,0,0,89113.33514594784,87285.55033029646,,
1767222000,87635.8,87639.22,87532.22,87553.51,,,,,0,0,0,0,89086.8777001462,87235.21617399063,,
1767225600,87554.04,87745.9,87536.8,87712.13,,,,,0,0,0,0,89072.39688101508,87190.062771969,,
1767229200,87713.13,87943.5,87710.9,87851.85,,,,,0,0,0,0,89053.57050588883,87165.29077316355,,
1767232800,87855.35,87980.48,87782.92,87809.78,,,,,0,0,0,0,89029.93883674739,87149.4256146428,,
1767236400,87811.36,87909.35,87726.87,87740.43,,,,,0,0,0,0,88997.52536020678,87132.06193666649,,
1767240000,87741.98,87750.58,87411.44,87461.79,,,,,0,0,0,0,88950.92398542952,87088.36328284962,,
1767243600,87465.51,87622.15,87464.38,87591.43,,,,,0,0,0,0,88901.94801777667,87057.9398253395,,
1767247200,87591.68,87592.18,87523.16,87540.15,,,,,0,0,0,0,88820.75445237367,87055.71955833724,,
1767250800,87542.75,87555.11,87491.3,87509.42,,,,,0,0,0,0,88698.28419845983,87083.97246663106,,
1767254400,87509.42,87688.62,87506.74,87663.29,,,,,0,0,0,0,88554.75248567613,87134.82316049018,,
1767258000,87663.54,87849.2,87651.58,87772,,,,,0,0,0,0,88383.08493614203,87250.62389842294,,
1767261600,87773,87784.29,87696.06,87761,,,,,0,0,0,0,88082.94795809516,87311.98061414929,,
1767265200,87760.45,87925.5,87755.61,87918.61,,,,,0,0,0,0,87971.77543247386,87310.02328659012,,
1767268800,87920.61,87941.33,87828,87862.19,,,,,0,0,0,0,87967.01245991826,87326.92008588433,,
1767272400,87854.44,87933.98,87783.03,87829.19,,,,,0,0,0,0,87983.68470859014,87340.42819002473,,
1767276000,87827.19,87896.49,87740.49,87881.78,,,,,0,0,0,0,87982.32102763467,87349.145035257,,
1767279600,87883.8,88035.25,87847.58,87958.68,,1,,,1,0,0,0,88011.05029774239,87362.1390167261,0,0
1767283200,87960.44,87968.63,87802.54,87909.1,,,,1,0,0,0,0,88025.15030110591,87447.25322088439,0,0
1767286800,87910.22,88422.31,87892.4,88235.42,,,,,0,0,1,0,88135.74331378067,87450.4653394246,0,0
1767290400,88235.43,88287.54,88033.25,88103.59,,,,,0,0,0,0,88193.48044312655,87443.9486088166,0,0
1767294000,88105.59,88349.48,87991.58,88302.97,,,,,0,0,0,0,88253.76483129908,87453.49896630758,0,0
1767297600,88303.23,88304.73,88170.91,88183.9,,,,,0,0,0,0,88299.87794621418,87451.35866881153,0,0
1767301200,88186.15,88357.77,88176.63,88312.38,,,,,0,0,0,0,88345.81996168684,87441.79845518222,0,0
1767304800,88313.63,88605.3,88313.6,88566.86,,,,,0,0,0,0,88431.16498484998,87421.46919535914,0,0
1767308400,88566.35,88826.57,88387.85,88768.53,,,,,0,0,0,0,88553.49945293687,87407.07754989015,0,0
1767312000,88774.5,88806.51,88518.51,88757.55,,1,,,0,0,0,0,88653.88273092345,87429.65068576606,0,0
1767315600,88757.8,88803.72,88449.6,88574.45,,,,1,0,0,0,0,88735.0094614853,87465.87295176325,0,0
1767319200,88573,88597.65,88309.35,88568.47,,,,,0,0,0,0,88770.29664107427,87511.23542700066,1,1
1767322800,88568.75,89041.22,88502.05,88866.03,,,,,0,0,0,0,88862.97552323186,87560.75792837545,0,0
1767326400,88866.31,88913.15,88554.93,88559.18,,,,,0,0,0,0,88923.96151766383,87616.5952431084,,0
1767330000,88561.23,88709.88,88493.73,88677.92,,,,,0,0,0,0,88954.66892806617,87662.61978978012,,
1767333600,88676.7,88995.33,88650.48,88862.35,,,,,0,0,0,0,89011.43705744733,87701.5871322643,,
1767337200,88864.88,88984.45,88760.79,88776.41,,,,,0,0,0,0,89062.80539216456,87734.19107726065,,
1767340800,88782.68,89103.13,88722.17,89089.63,,,,,0,0,0,0,89121.83330650412,87770.0321658886,,
1767344400,89086.55,89399.03,89023.54,89386,,,,,0,0,0,0,89218.3406436413,87799.43405468369,,
1767348000,89392.03,89851.16,89369.03,89586.01,,,,,0,0,0,0,89387.08476924685,87815.30837853753,,
1767351600,89588.51,89602.2,89286.02,89432.02,,,,,0,0,0,0,89481.42423037239,87851.60572273997,,
1767355200,89427.27,89521.03,89311.73,89335.38,,,,,0,0,0,0,89535.57460683044,87913.7761312581,,
1767358800,89335.38,89620.26,89251.66,89286.15,,,,,0,0,0,0,89618.94026180258,87983.64314271545,,
1767362400,89285.42,90078.85,88416.05,89538.72,,,,,0,0,0,0,89766.2153936171,88030.64956492517,,
1767366000,89539.82,89837.86,88746.85,89353.83,,,,,0,0,0,0,89848.01327431711,88109.70205664948,,
1767369600,89353.36,90789.75,89146.34,90337.08,,,,,0,0,0,0,90104.84376463879,88165.66520598345,,
1767373200,90334.32,90927.31,90149.1,90337.21,,,,,0,0,0,0,90343.1104485884,88124.16159002561,,
1767376800,90336.28,90527.57,89516.22,89723.23,,,,,0,0,0,0,90475.11046627496,88171.41388802373,,
1767380400,89728.53,90119.29,89614.9,89865.98,,,,,0,0,0,0,90538.86645672453,88214.94704279541,,
1767384000,89867.73,90048.47,89590.94,89717.05,,,,,0,0,0,0,90585.20056072602,88254.020813921,,
1767387600,89708.53,90135.63,89692.47,90034.48,,,,,0,0,0,0,90631.26793450558,88307.38559996823,,
1767391200,90031.75,90374.18,89989.82,90169.3,,,,,0,0,0,0,90679.19012534106,88378.34172103736,,
1767394800,90167.33,90170.42,89870.51,89962.5,,,,,0,0,0,0,90715.18911269757,88444.21475860843,,
1767398400,89959.25,90165.47,89935.13,90125.29,,,,,0,0,0,0,90734.76699776844,88512.68389006439,,
1767402000,90122.53,90271.49,90045.91,90256.03,,,,,0,0,0,0,90730.48006720767,88600.84457300139,,
1767405600,90253.3,90375.58,90106.17,90309.98,,,,,0,0,0,0,90744.4848019839,88676.36118618416,,
1767409200,90309.73,90350.15,90172.55,90296.17,,,,,0,0,0,0,90734.45338248025,88746.08070611597,,
1767412800,90298.7,90449.75,90017.9,90137.45,,,,,0,0,0,0,90724.99317654908,88842.60259538444,,
1767416400,90139.2,90172.95,89898.11,90001.98,,,,,0,0,0,0,90707.69841389825,88903.43453970902,,
1767420000,90002.73,90100.98,89825.08,89846.61,,,,,0,0,0,0,90709.66164212151,88927.7507358423,,
1767423600,89842.36,89917.63,89297.28,89556.99,,,,,0,0,0,0,90695.68345614495,88928.92406734002,,
1767427200,89555.76,89797.85,89399.24,89642.82,,,,,0,0,0,0,90674.17163565695,88937.19374654676,,
1767430800,89639.85,89947.8,89608.45,89764.32,,,,,0,0,0,0,90654.43066445875,88967.40947392107,,
1767434400,89766.6,89839.15,89682.18,89722.69,,,,,0,0,0,0,90658.76024157963,89178.74628925817,,
1767438000,89722.21,89738.1,89633.53,89709.55,,,,,0,0,0,0,90664.42837908189,89336.89852064096,,
1767441600,89707.55,89990.42,89616.03,89983.56,,,,,0,0,0,0,90583.09258415866,89412.34923084469,,
1767445200,89986.49,90011.97,89878.28,89961.23,,,,,0,0,0,0,90447.10610104064,89418.8593214174,,
1767448800,89961.48,90192.48,89916.8,90075.17,,,,,0,0,0,0,90400.48643754915,89447.0853146855,,
1767452400,90073.92,90086.62,89922.75,89926.17,,,,,0,0,0,0,90398.91229479964,89465.36550077148,,
1767456000,89926.23,90163.6,89868,90054.3,,,,,0,0,0,0,90404.5047616131,89486.8689270694,,
1767459600,90055.05,90080.71,89974.36,90040.22,,,,,0,0,0,0,90401.82369457115,89500.24211782649,,
1767463200,90040.97,90148.72,89986.7,90094.18,,1,,,0,0,0,0,90376.55650937826,89500.25016063072,,
1767466800,90093.95,90099.82,90008.29,90067.88,,,,1,0,0,0,0,90371.9301710997,89502.36219026326,,
1767470400,90067.16,90316.17,89979.25,90307.74,,,,,0,0,0,0,90388.027424171,89502.8587873396,,
1767474000,90306.99,90682.35,90277.23,90510.15,,,,,0,0,0,0,90462.44034170905,89491.12438839293,,
1767477600,90510.15,90676.03,90439.25,90547.86,,,,,0,0,0,0,90514.77584194127,89467.50894861807,,
1767481200,90548.11,90654.93,90428.74,90593.28,,,,,0,0,0,0,90561.20349553064,89451.01545483284,,
1767484800,90592.78,91542.25,90592.75,91293.79,,,,,0,0,0,0,90813.59231593838,89422.45015412546,,
1767488400,91292.41,91438.31,90966.67,91193.83,,,,,0,0,0,0,90997.82383175507,89366.65570366076,,
1767492000,91192.33,91249.23,91039.43,91093.05,,,,,0,0,0,0,91119.12169956768,89334.79868929088,,
1767495600,91092.3,91319.36,91049.85,91192.6,,1,,,0,0,0,0,91238.4953238252,89393.36503015344,,
1767499200,91192.35,91536.3,91140.63,91353.59,,,,1,0,0,0,0,91376.24274005309,89450.31600300477,,
1767502800,91355.85,91445.49,91301.82,91439.4,,,,,0,0,0,0,91483.36779630791,89482.86898983043,,
1767506400,91435.4,91748.75,91192.47,91192.97,,,,,0,0,0,0,91621.0926558296,89534.50190710592,,
1767510000,91195.5,91494.18,91181.68,91484.01,,,,,0,0,0,0,91691.57684458421,89610.16991665972,,
1767513600,91484.01,91495.73,91131.93,91326.7,,,,,0,0,0,0,91759.94784849483,89707.24292280339,,
1767517200,91325.73,91440.57,91208.83,91414.45,,,,,0,0,0,0,91809.14717658787,89774.43000234355,,
1767520800,91413.21,91570.8,91385.15,91545.81,,,,,0,0,0,0,91870.7078213408,89840.92996992312,,
1767524400,91543.59,91544.59,91196.93,91259.5,,,,,0,0,0,0,91910.54459060913,89927.13533990897,,
1767528000,91257.3,91312.22,91051.78,91098.41,,,,,0,0,0,0,91919.05401810477,90036.29750453595,,
1767531600,91096.28,91225.69,90992,91217.97,,,,,0,0,0,0,91900.57433252368,90138.25963521819,,
1767535200,91218.47,91370.4,91104.75,91285.31,,,,,0,0,0,0,91881.0979200112,90253.22161301781,,
1767538800,91287.08,91327.18,91057.12,91282.26,,,,,0,0,0,0,91824.2976055746,90380.70950206192,,
1767542400,91283.03,91403.03,91206.9,91275.05,,,,,0,0,0,0,91772.06756426381,90544.44430173156,,
1767546000,91274.05,91396.21,91262.29,91296.49,,,,,0,0,0,0,91749.82483246652,90660.30324068226,,
1767549600,91296.99,91298.92,90940.04,91163.07,,,,,0,0,0,0,91703.71511054889,90743.62516714788,,
1767553200,91160.85,91165.52,90818.85,91099.88,,,,,0,1,0,0,91619.48151027299,90831.48098891322,0,0
1767556800,91101.4,91302.6,91084.82,91265.25,,,,,0,0,0,0,91605.87688275377,90920.49932167944,0,0
1767560400,91265.27,91372.93,91143.35,91232.38,,,,,0,0,0,0,91602.49839409036,90936.07927061686,0,0
1767564000,91232.13,91345.96,91095.3,91166.66,,,,,0,0,0,0,91601.53764851925,90940.83622524898,0,0
1767567600,91168.66,91531.86,91168.66,91489.5,,,,,0,0,0,0,91613.92294047543,90948.290848403,0,0
1767571200,91489.26,92369.26,91467.95,92341.65,,,,,0,0,1,0,91826.3494022025,90934.66993018512,0,0
1767574800,92350.4,93316.47,92224.95,92898.03,,,,,0,0,0,0,92261.87484169245,90784.8201957152,0,0
1767578400,92899.78,93100.49,92679.71,92971.97,,,,,0,0,0,0,92490.8146526297,90634.3987865802,0,0
1767582000,92971.97,93143.97,92806.68,92817.05,,,,,0,0,0,0,92703.78435595118,90542.66647510738,0,0
1767585600,92814.05,92896.11,92276.85,92543.28,,,,,0,0,0,0,92843.5679237352,90549.8041618453,0,0
1767589200,92543.78,92663.23,92294.25,92297.39,,,,,0,0,0,0,92936.2669040664,90560.29645301531,0,0
1767592800,92294.89,92438.93,92091.92,92423.99,,,,,0,0,0,0,92992.896742049,90573.19128474178,1,0
1767596400,92422.49,92564.81,92414.78,92456.81,,,,,0,0,0,0,93059.51654870105,90593.90788801934,0,0
1767600000,92456.06,92699.6,92380.33,92397.79,,,,,0,0,0,0,93134.92611947448,90641.36846265978,,0
1767603600,92393.58,92772.23,92260.5,92633.58,,,,,0,0,0,0,93206.68150240403,90709.30411980374,,0
1767607200,92631.49,93080.39,92606.94,93012.37,,,,,0,0,0,0,93310.48753178975,90762.35943894793,,0
1767610800,93014.38,93086.22,92817.49,93057.88,,,,,0,0,0,0,93398.99627879023,90825.15589981044,,0
1767614400,93058.65,93141.9,92692.55,92798.63,,,,,0,0,0,0,93482.80234486386,90889.64615180228,,0
1767618000,92794.63,92944.33,92480,92674.09,,,,,0,0,0,0,93529.02743898392,90961.91921059834,,1
1767621600,92672.59,93606.01,92310.48,93369.35,,,,,0,0,0,0,93640.42593448985,91091.8679096995,,0
1767625200,93376.42,93967.95,93110.9,93917.15,,,,,0,0,0,0,93771.88580011664,91246.97664728727,,
1767628800,93917.92,94037.5,93545.29,93663.43,,1,,,0,0,0,0,93890.20948004437,91345.41141539562,,
1767632400,93663.68,94453.65,93218.24,94283.2,,,,1,0,0,0,0,94054.49197886452,91490.56895753485,,
1767636000,94281.48,94479.5,93882.36,94420.65,,,,,0,0,0,0,94170.66503309885,91622.3571675565,,
1767639600,94414.15,94466.48,94097.23,94262.28,,,,,0,0,0,0,94256.57943438961,91760.46631675359,,
1767643200,94261.06,94766.54,94000.75,94141.23,,,,,0,0,0,0,94441.14928305769,91890.8017074783,,
1767646800,94148.98,94198.8,93779.2,94062.58,,,,,0,0,0,0,94517.94154077068,91939.73260012947,,
1767650400,94057.71,94372.08,93982.11,94141.7,,,,,0,0,0,0,94617.47029643181,91943.29725924633,,
1767654000,94141.7,94159.68,93836.45,93842.24,,,,,0,0,0,0,94682.08622431419,91956.10741916779,,
1767657600,93842.24,93953.02,93520.31,93783.95,,,,,0,0,0,0,94720.09028130815,92036.65658635751,,
1767661200,93777.38,94131.07,93697.81,93735.96,,,,,0,0,0,0,94758.94574836985,92123.09327281418,,
1767664800,93736.62,93840.83,93488.3,93583.88,,,,,0,0,0,0,94744.81005049797,92253.82944456824,,
1767668400,93584.13,93898.38,93570.56,93721.57,,,,,0,0,0,0,94728.03536999025,92345.30181814371,,
1767672000,93722.6,93955.78,93697.1,93764.56,1,,,,0,0,0,0,94709.9403465434,92453.75028931643,,
1767675600,93762.56,93778.94,93522.92,93553.03,,,1,,0,0,0,0,94673.27222900806,92596.63565100964,,
1767679200,93551.03,93893.58,93502.21,93726.93,,,,,0,0,0,0,94657.55869200444,92688.40846777038,,
1767682800,93729.18,93731.48,93087.03,93189.26,,,,,0,0,0,0,94628.76423501168,92722.07435959035,,
1767686400,93189.29,93358.84,93117.81,93175.53,,,,,0,0,0,0,94610.57874843167,92780.82428378516,,
1767690000,93177.03,93499.99,93164.94,93408.63,,,,,0,0,0,0,94551.14197391778,92893.88587977632,,
1767693600,93409.15,93599.93,93354.03,93521.25,,,,,0,0,0,0,94551.39203044017,93099.47626533086,,
1767697200,93523.53,93848.98,93512.8,93788.53,,,,,0,0,0,0,94548.3909788275,93145.60581844456,,
1767700800,93788.78,93930.16,93398.44,93808.09,,,,,0,0,0,0,94543.8191841107,93134.34082329605,,
1767704400,93806.84,93806.84,93588.17,93660.09,,,,,0,0,0,0,94493.17004511575,93170.08102742238,,
1767708000,93663.84,94391.86,93467.48,93775.72,,,,,0,0,0,0,94479.921257265,93160.06207524311,,
1767711600,93773.73,94255.23,93281.32,93590.16,,,,,0,0,0,0,94450.6435581618,93152.07160573087,,
1767715200,93587.41,93716.73,92264.97,92628.67,,,,,0,0,0,0,94318.19638771853,92913.25393669793,,
1767718800,92625.52,92705.13,91477.2,91517.47,,,,,0,0,0,0,94393.79565694103,92507.57639183733,,
1767722400,91504.25,92160.89,91204.73,91974.95,,,,,0,0,0,0,94481.63502685813,92145.81889011149,,
1767726000,91976.95,92274.73,91834.8,92038.9,,,,,0,0,0,0,94509.26943948236,91982.37863409701,,
1767729600,92031.88,92627.69,92030.68,92440.56,,,,,0,0,0,0,94494.9574672039,91866.97217241341,,
1767733200,92439.49,93767.88,92314.61,93194.57,,,,,0,0,0,0,94459.48091155326,91801.56876742044,,
1767736800,93192.04,93466.92,92899.11,93288.22,,,,,0,0,0,0,94435.62303796271,91787.55584232206,,
1767740400,93291.47,93726.73,93278.65,93694.45,,,,,0,0,0,0,94420.95474050276,91788.13805831828,,
1767744000,93684.2,93685.13,92582.78,92635.58,,,,,0,0,0,0,94397.09008137316,91763.04465145069,,
1767747600,92634.21,92816.36,92259.65,92369.55,,,,,0,0,0,0,94371.85486537502,91710.26698453071,,
1767751200,92368,92973.97,92171.5,92877.78,,,,,0,0,0,0,94326.61289451817,91656.25476450803,,
1767754800,92881.02,93028.13,92663.87,92734.7,,,,,0,0,0,0,94293.17403844594,91642.83954631057,,
1767758400,92735.71,92845.1,92522.7,92594.24,,,,,0,0,0,0,94284.28844754527,91622.15720290705,,
1767762000,92593.49,92780.33,92430.43,92452.77,,,,,0,0,0,0,94265.44704714477,91597.59662857336,,
1767765600,92451.47,92819.75,92443.34,92535.5,,,,,0,0,0,0,94234.86086067554,91581.81106406503,,
1767769200,92536.6,92802.84,92536.57,92794.6,,,,,0,0,0,0,94173.79433613856,91585.78523212565,,
1767772800,92797.37,92882.35,92616.3,92637.83,,,,,0,0,0,0,94095.68163193407,91593.79699428722,,
1767776400,92637.33,92637.69,91533.37,91645.55,,,,,0,0,0,0,94026.46010310913,91522.09160726615,,
1767780000,91641.52,91941.88,91532.91,91922.86,,,,,0,0,0,0,93869.98847147371,91465.85955668826,,
1767783600,91921.87,92194.25,91880.53,92045.22,,,,,0,0,0,0,93689.080096189,91459.54210339776,,
1767787200,92035.78,92119.93,91915.55,91939.27,,,,,0,0,0,0,93594.31912249188,91435.672730336,,
1767790800,91939.28,92225.22,91805.08,91992.21,,,,,0,0,0,0,93593.18376139799,91480.01964836576,,
1767794400,91993.48,92098.68,91308.78,91924.32,,,,,0,0,0,0,93595.77474984009,91500.64711045493,,
1767798000,91928.57,91956.65,90971.11,91284.43,,,,,0,0,0,0,93608.6126267477,91357.06130452766,,
1767801600,91279.95,91732.6,91092.14,91188.43,,,,,0,0,0,0,93629.41172684103,91236.84933960116,,
1767805200,91194.23,91632.33,90974.2,91189.05,,,,,0,0,0,0,93515.0641642577,91095.87813632519,,
1767808800,91180.54,91367.21,90663.56,90834.09,,,,,0,0,0,0,93448.45087482237,90925.57642174106,,
1767812400,90829.08,91196.97,90579.79,91101.72,,,,,0,0,0,0,93318.38369138209,90801.72074618647,,
1767816000,91104.68,91214.75,90688.33,90960.97,,,,,0,0,0,0,93156.8454711602,90677.95995619973,,
1767819600,90963.72,91155.21,90958.06,91027.66,,,,,0,0,0,0,93121.86275005288,90600.68421865812,,
1767823200,91017.43,91294.63,90804.29,91112.08,,,,,0,0,0,0,93038.6997105555,90511.93843256637,,
1767826800,91109.05,91402,90933.84,91291.51,,,,,0,0,0,0,92925.92541748678,90470.55048681468,,
1767830400,91292.76,91439.64,91003.66,91317.95,,,,,0,0,0,0,92826.99720774237,90443.72372359522,,
1767834000,91317.96,91600.93,91226.17,91347.05,,,,,0,0,0,0,92725.59372345768,90443.4692705438,,
1767837600,91343.05,91396.56,90677.13,90874.61,,,,,0,0,0,0,92603.72405205693,90405.90476697909,,
1767841200,90871.75,91043.76,90529.19,90723.38,,,,,0,0,0,0,92476.50822600356,90385.74027256241,,
1767844800,90721.88,91069.03,90614.35,90938.84,,,,,0,0,0,0,92300.95536547563,90435.12410293391,,
1767848400,90941.8,91087.2,90697.1,90730.47,,,,,0,0,0,0,92149.78300399026,90400.81982415848,,
1767852000,90733.47,90779.7,89797.48,89804.78,,,,,0,0,0,0,92127.85246270147,90219.38787637581,,
1767855600,89807.72,90473.21,89548.3,90441.55,,,,,0,0,0,0,92078.8466485427,90040.15116393221,,
1767859200,90442.93,90664.7,90061.2,90121.95,,,,,0,0,0,0,92002.53173583049,90000.15539378866,,
1767862800,90127.58,90279.25,89872.88,89920.77,1,,,,0,0,0,0,91918.56716400864,89945.67251352957,,
1767866400,89922.02,90395.6,89694.6,90315.97,,,,,0,0,0,0,91820.36839478034,89837.64239104565,,
1767870000,90319.73,90390.4,89925.68,90124.65,,,,,0,0,0,0,91727.62008280588,89770.28303215247,,
1767873600,90122.9,90133.15,89685.53,89890.26,,,,,0,0,0,0,91677.00359739758,89680.479885388,,
1767877200,89888.51,90009.2,89777.72,89866.22,,,,,0,0,0,0,91632.51554051324,89613.50573480847,,
1767880800,89862,90074.03,89226,89930.31,,,,,0,0,0,0,91601.10302944614,89460.89946440206,,
1767884400,89926.73,90771.39,89725.65,90717.35,,,,,0,0,0,0,91570.79693477057,89402.47598491491,,
1767888000,90717.98,90868.12,90236.79,90858.4,,,,,0,0,0,0,91541.9271479473,89391.74604116677,,
1767891600,90859.83,91379.37,90776.1,91320.18,,,,,0,0,0,0,91568.45101593745,89397.61425332708,,
1767895200,91316.93,91404.42,90888.56,91051.83,,,,,0,0,0,0,91582.54627422453,89395.06693551065,,
1767898800,91051.85,91260.73,90746.15,90863.69,,,,,0,0,0,0,91564.7648370455,89400.71802819218,,
1767902400,90862.69,90931.32,90498.82,90861.15,,,,,0,0,0,0,91509.95462414568,89412.23094030155,,
1767906000,90861.9,91265.84,90853.83,91215.2,,,,,0,0,0,0,91458.2662989224,89438.9414802883,,
1767909600,91220.32,91424.2,90979.01,91164.8,,,,,0,0,0,0,91462.5276794822,89426.17709991978,,
1767913200,91165.05,91280.83,90991.69,91037.53,,,,,0,0,0,0,91488.84134406787,89413.96463757064,,
1767916800,91042.53,91233.66,91001.87,91227.5,,,,,0,0,0,0,91506.38483086089,89403.50700201582,,
1767920400,91228.02,91563.15,90775.84,90978.19,,,,,0,0,0,0,91567.96012402001,89402.37666123871,,
1767924000,90977.84,91403.89,90951.24,90964.67,,,,,0,0,0,0,91622.29050065766,89446.09349770952,,
1767927600,90966.92,91188.3,90892.77,91135.72,,,,,0,0,0,0,91653.0192128815,89535.27500318475,,
1767931200,91135.48,91151.35,90854.63,90935.58,,,,,0,0,0,0,91677.3358909575,89568.61765937025,,
1767934800,90936.33,91035.43,90828.52,90995.7,,,,,0,0,0,0,91682.76128446651,89627.99499417977,,
1767938400,90995.45,91051.89,90896.1,91042.6,,,,,0,0,0,0,91689.5426835353,89721.03399668791,,
1767942000,91042.35,91042.35,90652.83,90660.88,,,,,0,0,0,0,91690.89026308572,89783.70216502412,,
1767945600,90660.05,90762.22,89615.5,89928.34,,,,,0,0,0,0,91656.32415220562,89771.04563171984,,
1767949200,89928.75,90380.01,89915.75,90245.31,,,,,0,0,0,0,91611.14145630972,89792.17956897647,,
1767952800,90245.58,90462.32,90193.31,90401.11,,,,,0,0,0,0,91559.6308885428,89976.30394271949,,
1767956400,90401.36,90601.45,90322,90364.22,,,,,0,0,0,0,91567.33933367347,90073.32050178816,,
1767960000,90362.22,90514.98,90151.2,90367.03,,,,,0,0,0,0,91580.32206811386,90061.53530332347,,
1767963600,90367.47,90873.68,90328.2,90525.01,,,,,0,0,0,0,91546.9651003172,90032.55482990209,,
1767967200,90529.01,90597.85,89870.1,90078.71,,,,,0,1,0,0,91510.26876713287,89941.42648619653,0,0
1767970800,90083.74,91956.11,89774.9,91095.7,,,,,1,0,0,0,91628.79086846439,89845.4719235631,0,0
1767974400,91101.58,91721.09,91089.43,91554.96,,,,,0,0,0,0,91707.51484262648,89849.58020052979,0,0
1767978000,91559.71,91609.9,90938.47,91358.29,,,,,0,0,0,0,91746.0238821331,89849.08876987793,0,0
1767981600,91354.53,91440.54,90265.55,90746.49,,,,,0,0,0,0,91747.79471740944,89823.65941542393,1,0
1767985200,90741.99,90742.9,90099.06,90246.2,,,,,0,0,0,0,91727.17990682251,89786.64614395605,,0
1767988800,90245.95,90495.95,90143.6,90216.25,,,,,0,0,0,0,91712.95003406722,89761.36363691004,,0
1767992400,90213.73,90541.75,90037.85,90438.1,,,,,0,0,0,0,91653.7214824233,89724.13350535686,,1
1767996000,90439.11,90606.88,90256.67,90527.65,,,,,0,0,0,0,91607.65080083803,89716.95334228934,,
1767999600,90528.65,90624.96,90504.54,90541.16,,,,,0,0,0,0,91581.19997541927,89722.06004697464,,
1768003200,90538.36,90585.1,90422.97,90485.99,,,,,0,0,0,0,91555.57069476017,89725.68997873539,,
