time,open,high,low,close,(blank),(blank),Chars,(blank),(blank),(blank),(blank),Bullish Micro Trend,Bearish Micro Trend,Alpha Track,Volume
1466726400,625.8,679.99,625.79,665.5,,0,0,0,0,0,0,0,0,662.5524151518209,92367.9234856
1466812800,665.99,698,647.541,668.15325,,0,0,0,0,0,0,0,0,662.5524151518209,35918.33589076
1466899200,667.83475,669.86125,627.61425,639.4175,,0,0,0,0,0,0,0,0,662.5524151518209,7384.31508767
1466985600,632.50975,659.264,624.1025,657.24225,,0,0,0,0,0,0,0,0,662.5524151518209,17722.53579057
1467072000,657.57675,662.76175,637.4925,648.128,,0,0,0,0,0,0,0,0,662.5524151518209,14404.32831622
1467158400,647.235,648.07225,624.5985,639.65975,,0,0,0,0,0,0,0,0,662.5524151518209,18694.51908392
1467244800,638.96925,674.125,633.885,671.9135,,0,0,0,0,0,0,0,0,662.5524151518209,18702.8363469
1467331200,671.685,689.401,665.29025,676.41,,0,0,0,0,0,0,0,0,662.5524151518209,16394.34653721
1467417600,676.475,703.52,675.4825,702.4325,,0,0,0,0,0,0,1,0,662.5524151518209,12121.63327818
1467504000,702.92,704.3075,646.95,659.085,,0,0,0,0,0,0,0,0,662.5524151518209,15352.16122935
1467590400,659.7,682.665,646.91,679.30525,,0,0,0,0,0,0,0,0,662.5524151518209,10680.42421012
1467676800,679.8645,681.846,661.194,668.675,,0,0,0,0,0,0,0,0,662.5524151518209,9915.82390703
1467763200,668.7425,680.32,664.955,676.395,,0,0,0,0,0,0,0,0,662.5524151518209,10779.02457633
1467849600,676.83,680.8425,609.87225,639.6375,,0,0,0,0,0,0,0,1,662.5524151518209,28661.67277488
1467936000,639.8125,666.99075,636.265,665.939,,0,0,0,0,0,0,0,0,662.5524151518209,19684.95933538
1468022400,665.998,666.303,620.3325,652.645,,0,0,0,0,0,0,0,0,662.5524151518209,18173.23965612
1468108800,652.6425,654.3325,640.15625,650.315,,0,0,0,0,0,0,0,0,662.5524151518209,6824.13714837
1468195200,650.9325,661.54375,644.43375,650.4725,,0,0,0,0,0,0,0,0,662.5524151518209,9292.66152603
1468281600,650.5275,676.0775,647.38,666.26,,0,0,0,0,0,0,0,0,662.5524151518209,17436.81854461
1468368000,666.035,670.04375,653.545,654.6775,,0,0,0,0,0,0,0,0,662.5524151518209,30595.37707103
1468454400,653.735,664.579,647.67,660.68,,0,0,0,0,0,0,0,0,662.5524151518209,9086.04408822
1468540800,660.4825,669.49975,659.445,665.63,,0,0,0,0,0,0,0,0,662.5524151518209,9623.00307807
1468627200,665.85,668.6205,659.5025,664.425,,0,0,0,0,0,0,0,0,662.5524151518209,5072.54465204
1468713600,664.7935,684.435,663.1875,680.4525,,0,0,0,0,0,0,1,0,662.5524151518209,9239.85122394
1468800000,680.0625,683.965,667.7985,673.9675,,0,0,0,0,0,0,0,0,662.5524151518209,9153.51638274
1468886400,674.0925,675.915,666.464,673.3855,,0,0,0,0,0,0,0,0,662.5524151518209,7103.00466912
1468972800,673.35,674.9145,661.66,666.16275,,0,0,0,0,0,0,0,0,662.5524151518209,10038.56895791
1469059200,666.5475,668.06725,660.05025,665.785,,0,0,0,0,0,0,0,0,662.5524151518209,7570.33980862
1469145600,665.51475,668.04975,645.30375,651.52,,0,0,0,0,0,0,0,1,662.5524151518209,14217.68833201
1469232000,651.01,658.9925,649.04225,656.7495,,0,0,0,0,0,0,0,0,662.5524151518209,6533.46455358
1469318400,656.7945,666.222,652.92,662.4515,,0,0,0,0,0,0,0,0,662.5524151518209,5729.36968743
1469404800,661.565,663.69625,652.6315,655.1865,,0,0,0,0,0,0,0,0,662.5524151518209,8053.71048419
1469491200,655.60075,658.5325,644.695,651.765,,0,0,0,0,0,0,0,1,662.5524151518209,12059.04603447
1469577600,652.215,660.5375,647.785,656.35725,,0,0,0,0,0,0,0,0,662.5524151518209,9675.44134356
1469664000,656.68225,659.5,653.209,655.98,,0,0,0,0,0,0,0,0,662.5524151518209,6980.45821065
1469750400,656.3975,658.50975,652.89175,656.615,,0,0,0,0,0,0,0,0,662.5524151518209,7111.67899691
1469836800,656.72975,658.16175,652.9675,655.3175,,0,0,0,0,0,0,0,0,662.5524151518209,4176.28942035
1469923200,654.68,655.62975,619.6275,624.22,,0,0,0,0,0,1,0,1,661.6125988767044,12708.87649643
1470009600,624.125,628.249,602.4105,605.16775,,0,0,0,0,0,0,0,1,655.3760201134763,16355.4662763
1470096000,605.208,613.0565,470.91,537.445,,0,0,0,0,0,0,0,1,642.2725734342011,45458.97652211
1470182400,537.66975,573.585,519.86025,570.15,,0,0,0,0,0,0,0,1,634.2589541637343,40364.26077252
1470268800,569.729,593.76725,561.96925,582.82825,,0,0,0,0,0,0,0,1,628.5444314788749,20934.09975395
1470355200,583.33,585.12,567.9495,576.635,,0,0,0,0,0,0,0,1,622.7767168701109,12141.43468549
1470441600,576.755,593.0995,569.769,590.4845,,0,0,0,0,0,0,0,1,619.188692773432,11271.61791878
1470528000,590.4795,600.992,580.7775,594.2525,,0,0,0,0,0,0,0,1,616.418004687495,7364.18822809
1470614400,594.3775,596.582,587.06,592.56775,,0,0,0,0,0,0,0,1,613.7679763888843,8701.74673968
1470700800,592.58525,593.4625,582.86,585.5175,,0,1,0,0,0,0,0,1,610.6290345678972,10209.8257692
1470787200,585.6045,601.7725,582.3425,592.63275,,0,0,0,0,0,0,0,0,608.6294473936863,17200.49281766
1470873600,592.915,598.735,586.4575,587.285,,0,0,0,0,0,0,0,1,606.2578421277211,9807.02477934
1470960000,587.9625,590.67325,582.6825,587.7,,0,0,0,0,0,0,0,1,604.1958596690854,7888.87621415
1471046400,587.5445,589.82,583.33775,585.4425,,0,0,0,0,0,0,0,1,602.112153039187,4408.60966403
1471132800,585.2025,585.495,562.2075,571.5025,,0,0,0,0,0,0,0,1,598.7110804792773,10067.06601076
1471219200,571.4975,574.2725,559.56475,567.01,,0,1,0,0,0,0,0,1,595.1887382038019,10490.43276614
1471305600,567.12,583.11575,564.8845,577.8325,,0,0,0,0,0,0,0,1,593.2602672922683,12574.07534059
1471392000,578.18525,580.13025,569.09775,573.3675,,0,0,0,0,0,0,0,1,591.0499598153496,10386.54007389
1471478400,573.46725,577.235,571.40025,573.805,,0,0,0,0,0,0,0,1,589.1338531691995,9634.10364664
1471564800,573.1075,576.70675,566.8,573.295,,0,1,0,0,0,0,0,1,587.3739805948439,10601.57027536
1471651200,573.3275,582.2875,571.6575,580.5275,,0,0,0,0,0,0,0,0,586.6132605287502,6815.09470521
1471737600,580.24025,583.7725,578.01975,580.055,,0,0,0,0,0,0,0,0,585.8934194931544,3979.50113462
1471824000,580.01,588.46575,577.855,584.98,,0,0,0,0,0,0,0,0,585.805564865081,11537.17709129
1471910400,585.23,586.925,578.5575,581.9975,,0,0,0,0,0,0,0,0,585.5567664395163,10661.79585289
1471996800,582.3775,583.62075,577.01,579.34975,,0,0,0,0,0,0,0,0,585.4938358327908,8040.0145196
1472083200,579.1425,579.80925,570.07,576.05,,0,1,0,0,0,0,0,1,585.4938358327908,11208.97575448
1472169600,576.0925,580.4555,574.426,578.9,,0,0,0,0,0,0,0,0,585.4938358327908,7409.65597813
1472256000,578.6825,579.30875,566.51025,569.7975,,0,1,0,0,0,0,0,1,585.4938358327908,6464.40980056
1472342400,569.58,575.67625,568.6835,574.41075,,0,0,0,0,0,0,0,0,585.4938358327908,4259.80866861
1472428800,575.1475,577.6825,570.50525,573.388,,0,0,0,0,0,0,0,1,585.4938358327908,8375.35937898
1472515200,572.713,578.5975,571.9615,576.7675,,0,0,0,0,0,0,0,0,585.4938358327908,10401.13759096
1472601600,576.33,576.955,569.8875,573.8025,,0,0,0,0,0,0,0,0,585.4938358327908,10165.65783289
1472688000,573.805,574.63,568.48625,571.9525,,0,1,0,0,0,0,0,1,585.4938358327908,9930.4273719
1472774400,571.9325,576.655,568.329,575.325,,0,0,0,0,0,0,0,0,585.4938358327908,9480.21636667
1472860800,575.26325,603.02375,572.43525,599.23,,0,0,0,0,0,0,1,0,585.4938358327908,11217.59332427
1472947200,599.545,613.675,571.67425,608.2625,,0,0,0,0,0,0,1,0,585.4938358327908,9829.02936699
1473033600,609.40725,610.04225,599.29775,606.336,,0,0,0,0,0,0,1,0,585.4938358327908,7594.55409725
1473120000,606.76,612.55225,604.225,611.65775,,0,0,0,0,0,0,1,0,585.4938358327908,9154.10244084
1473206400,612.1795,617.23125,607.54,615.94125,,0,0,0,0,0,0,1,0,585.4938358327908,11239.26440748
1473292800,615.76325,630.642,613.685,627.61225,,0,0,0,0,1,0,1,0,585.9762695705504,11709.73133805
1473379200,626.60325,627.98625,617.6675,623.02,,0,0,0,1,0,0,1,0,587.128387040838,9044.29987434
1473465600,622.94,626.14525,620.34025,623.31725,,0,0,0,0,0,0,1,0,589.2771358110373,5136.6443694
1473552000,623.277,630.665,593.3805,607.069,,1,0,0,0,0,0,0,0,591.013327208254,10938.41533339
1473638400,607.26975,610.31775,604.05825,608.46675,,0,0,0,0,0,0,0,0,592.9525964073368,8545.97153018
1473724800,608.08675,611.84475,605.51025,609.74225,,0,0,0,0,0,0,1,0,594.8181134731883,8670.36704277
1473811200,608.95,612.56375,607.9575,610.07275,,0,0,0,0,0,0,1,0,596.5130730872785,7817.31460638
1473897600,609.18275,610.945,604.84775,607.0505,,0,0,0,0,0,0,0,0,597.6838982998031,8906.55115415
1473984000,607.77175,609.78,604.80675,607.385,,0,0,0,0,0,0,0,0,598.7479261148686,8345.88910946
