"Market","Side","Type","Size","Price","Order Type","Trade Type","PnL","Fees","Date Time"
"SOL-PERP","buy","","0.4","95.583","limit","trade","-0.043387","0.030587","2024-02-05T18:49:12.000Z"
"SOL-PERP","sell","","0.4","95.551","limit","trade","-0.030576","0.030576","2024-02-05T18:35:45.000Z"
"SOL-PERP","buy","","0.8","95.707","limit","trade","-0.134852","0.061252","2024-02-05T18:19:01.000Z"
"SOL-PERP","sell","","0.8","95.615","limit","trade","-0.061194","0.061194","2024-02-05T18:02:12.000Z"
"SOL-PERP","buy","","0.5","95.589","limit","trade","0.176264","0.038236","2024-02-05T18:00:30.000Z"
"SOL-PERP","sell","","0.5","96.018","limit","trade","-0.038407","0.038407","2024-02-05T17:47:28.000Z"
"SOL-PERP","buy","","0.7","95.982","limit","trade","0.12615","0.05375","2024-02-05T17:31:24.000Z"
"SOL-PERP","sell","","0.7","96.239","limit","trade","-0.053894","0.053894","2024-02-05T17:13:55.000Z"
"SOL-PERP","buy","","0.5","96.024","limit","trade","-0.18141","0.03841","2024-02-05T16:54:45.000Z"
"SOL-PERP","sell","","0.5","95.738","limit","trade","-0.038295","0.038295","2024-02-05T16:34:53.000Z"
"SOL-PERP","buy","","0.3","95.758","limit","trade","-0.081782","0.022982","2024-02-05T16:09:26.000Z"
"SOL-PERP","sell","","0.3","95.562","limit","trade","-0.022935","0.022935","2024-02-05T15:50:26.000Z"
"SOL-PERP","buy","","0.7","96.779","limit","trade","0.302804","0.054196","2024-02-05T15:23:44.000Z"
"SOL-PERP","sell","","0.7","97.289","limit","trade","-0.054482","0.054482","2024-02-05T15:11:05.000Z"
"SOL-PERP","buy","","0.7","97.717","limit","trade","-0.014122","0.054722","2024-02-05T14:50:11.000Z"
"SOL-PERP","sell","","0.7","97.775","limit","trade","-0.054754","0.054754","2024-02-05T14:26:01.000Z"
"SOL-PERP","buy","","0.4","98.369","limit","trade","-0.004278","0.031478","2024-02-05T14:02:18.000Z"
"SOL-PERP","sell","","0.4","98.437","limit","trade","-0.0315","0.0315","2024-02-05T13:45:36.000Z"
"SOL-PERP","buy","","0.7","98.094","limit","trade","-0.405333","0.054933","2024-02-05T13:30:21.000Z"
"SOL-PERP","sell","","0.2","97.587","limit","trade","-0.015614","0.015614","2024-02-05T13:17:45.000Z"
"SOL-PERP","sell","","0.5","97.596","limit","trade","-0.039037","0.039037","2024-02-05T13:17:45.000Z"
"SOL-PERP","buy","","0.5","97.586","limit","trade","-0.029034","0.039034","2024-02-05T12:58:55.000Z"
"SOL-PERP","sell","","0.5","97.606","limit","trade","-0.039042","0.039042","2024-02-05T12:43:43.000Z"
"SOL-PERP","buy","","0.5","97.678","limit","trade","-0.001071","0.039071","2024-02-05T12:23:07.000Z"
"SOL-PERP","sell","","0.5","97.754","limit","trade","-0.039102","0.039102","2024-02-05T11:58:16.000Z"
