time,open,high,low,close,Reistance Level,Support Level,Volume
1616457600,54109.8675,55860.74,52986.0075,54364.5825,48953,3880.5875,31107.38355645
1616544000,54344.6,57215.575,51675.0525,52289.62,48953,3880.5875,40966.3537986
1616630400,52280.7175,53241.0025,50372.0775,51324.1225,48953,3880.5875,44707.51647598
1616716800,51313.0725,55117.2475,51259.3725,55069.4325,48953,3880.5875,29288.35464783
1616803200,55078.1075,56654.62,53976.0875,55853.0675,48953,3880.5875,18631.45349261
1616889600,55847.195,56571.5875,54695.105,55786.5525,48953,3880.5875,15440.33960233
1616976000,55787.1175,58463.2875,54900.1275,57610.7275,48953,3880.5875,30679.70849941
1617062400,57617.5475,59387.785,57022.6,58774.2275,48953,3880.5875,23404.7175036
1617148800,58779.575,59804.0425,56820.2625,58793.155,48953,3880.5875,28997.89018803
1617235200,58787.5975,59482.135,57932.2,58728.87,48953,3880.5875,17349.38277913
1617321600,58733.845,60070.765,58466.72,59004.0675,48953,3880.5875,18693.81525309
1617408000,58990.5175,59818.0025,56942.5025,57091.5725,48953,3880.5875,14334.87080225
1617494400,57084.6675,58499.385,56478.295,58210.9525,48953,3880.5875,10336.57454686
1617580800,58211.5525,59267.465,56811.98,59121.7175,48953,3880.5875,15750.03787368
1617667200,59127.0725,59470.1625,57331.6075,58022.615,48953,3880.5875,16637.45378197
1617753600,58026.6,58656.4725,55437.9825,55940.0875,48953,3880.5875,30397.35815228
1617840000,55937.9125,58155.705,55702.8225,58075.6975,48953,3880.5875,15970.79073488
1617926400,58065.4275,58884.335,57638.99,58108.4575,48953,3880.5875,14740.10932427
1618012800,58120.65,61207.0475,57881.8525,59776.6,48953,3880.5875,24001.11248879
1618099200,59773.855,60667.6225,59180.2275,59975.28,48953,3880.5875,12346.18650094
1618185600,59980.3525,61207.6625,59387.53,59839.575,48953,3880.5875,19905.22207201
1618272000,59834.645,63788.2225,59790.0525,63589.9225,48953,3880.5875,31767.49556345
1618358400,63598.0425,64898.555,61305.97,62974.7825,64898.555,3880.5875,37839.81714955
