time,open,high,low,close,Volume,Histogram
1653091200,29168.29,29611.59,28919.32,29410.96,11859.15680153,10.960241347351456
1653177600,29400.27,30467.74,29214.78,30264.11,15787.24648156,-7.354245803391848
1653264000,30260.6,30630.21,28841.88,29075.93,31784.10146462,-42.03179499515363
1653350400,29077.88,29811.31,28631.6,29630.68,22864.95311372,19.083025669918943
1653436800,29627.35,30189.57,29308.91,29511.36,22573.26334669,-2.8422273098152786
1653523200,29511.88,29852.83,27877.5,29175.27,36591.52681768,11.422250464380951
1653609600,29169.81,29363.81,28242.22,28586.94,29054.02361782,-20.360439694924853
1653696000,28596.1,29231.76,28497.76,29013.09,10125.96224456,14.953156251096576
1653782400,29013.88,29554.01,28813.58,29449.54,9568.08512186,15.314572441138303
1653868800,29451.01,32199.46,29266.54,31719.73,35842.82829235,33.73894119313865
1653955200,31706.31,32384.54,31195.22,31775.89,27736.86807338,-2.4046035478522043
1654041600,31781.64,31952.54,29313.75,29787.13,36365.88679716,-44.12563456281724
1654128000,29789.19,30865.18,29567.27,30433.5,23330.89544957,14.341341545670744
1654214400,30433.56,30669.97,29239.09,29673.24,19896.14710431,-16.86827718413855
1654300800,29678.33,29953.93,29453.43,29845.93,7992.93129259,3.8315612907806127
1654387200,29839.87,30154.16,29513.87,29899.4,7566.59877562,-3.6684789148971433
1654473600,29902.42,31737.04,29871.06,31351.91,27885.66460259,33.426166284095935
1654560000,31350.82,31547.6,29192.73,31107.6,35199.16737794,-9.191261413799694
1654646400,31104.91,31303.34,29837.64,30185.45,23354.37491266,-33.13888647552209
1654732800,30187.24,30669.94,29911.67,30080.69,16938.68666262,-3.2821502533046143
1654819200,30078.77,30334.78,28832.05,29061.48,32305.26555525,-20.467580747110492
1654905600,29059.17,29407.09,28085.65,28387.02,18772.98054323,0.9011982469767554
1654992000,28395.94,28511.91,26517.39,26565.12,27157.58055309,-7.339140060330059
1655078400,26546.5,26849.82,21920.2,22458.28,123267.80252958,4.566764412505188
1655164800,22445.38,23297.6,20818.56,22109.15,72133.95474371,6.339041510137732
1655251200,22106.02,22773.55,20076.43,22560.52,98364.08813785,9.48302438393678
1655337600,22558.72,22960.59,20200,20375.02,54185.55928032,-18.700299144083765
1655424000,20375.95,21331.2,20220.25,20441.06,39929.9168088,0.6448612379231542
1655510400,20440.54,20749.53,17585.31,18951.09,79826.32632709,7.190226776722071
1655596800,18948.38,20790.46,17929.28,20552.98,47476.81892574,12.838762416797069
1655683200,20550.63,21039.07,19616.49,20552.75,38853.80144681,1.8246545392484528
1655769600,20551.51,21703.63,20329.99,20702.57,34868.64628401,3.4276288756665387
1655856000,20702.41,20866.58,19750.68,19961.51,39109.91734574,-2.8806788405895
1655942400,19964.18,21205.32,19872.81,21096.53,30506.9041118,35.81940233865557
1656028800,21099.88,21532.73,20720.29,21216.63,30839.48445358,6.088105032905389
1656115200,21223.24,21589.19,20896.26,21481.56,16786.89316845,4.928673483055775
1656201600,21478.41,21867.79,20955.81,21029.53,15315.11055739,7.941231873612452
1656288000,21026.47,21517.84,20498.95,20711.61,24971.33059797,-7.423735779268043
1656374400,20721.5,21185.59,20170.21,20253.96,24357.24047068,-13.977740396819101
1656460800,20253.69,20401.48,19827.51,20091.47,26574.46530518,-37.92631960076113
1656547200,20096.49,20137.35,18608.03,19949.77,41687.06651779,20.062666699127327
1656633600,19960.39,20883.93,18945.86,19248.11,46207.8138279,-21.524897538469077
1656720000,19254.56,19423.04,18963.36,19224.84,14391.62025779,-0.7138562348148483
1656806400,19228.29,19634.97,18758.64,19292.67,16608.04417325,2.080828036419799
1656892800,19294.22,20324.27,19032.26,20208.46,21173.51019005,28.09378604559846
1656979200,20209.38,20726.41,19284.61,20162.71,32176.91962695,-1.4034775566299373
1657065600,20161.75,20629.94,19747.43,20544.2,25229.13757825,18.84631434377446
1657152000,20543.08,21840.99,20235.26,21621.52,36078.32611726,26.67208816956945
1657238400,21617.25,22468.69,21174.43,21589.1,36046.74650771,-15.994894303112744
1657324800,21583.22,21955.97,21316.78,21582.02,12521.30502378,-0.18338833256485998
1657411200,21580.64,21592.66,20634.71,20843.12,14525.21207519,-20.848514039028686
1657497600,20845.93,20853.02,19867.27,19946.61,22638.77798297,-24.164364361666244
1657584000,19945.38,20039.76,19227.92,19310.95,29580.4652749,-17.13346181318311
1657670400,19315.26,20338.83,18901.64,20229.58,39337.51793415,22.341100117721062
1657756800,20222.12,20891.93,19608.42,20576.56,32882.32425272,9.727365750409987
1657843200,20575.24,21188.96,20371.87,20828.63,24047.56395511,7.066623680632453
1657929600,20825.38,21576.75,20477.83,21196.9,18459.50382563,10.32421749064354
1658016000,21190.9,21665.08,20750.81,20793.29,16244.91065211,-11.314952131313007
1658102400,20790.02,22767.53,20761.84,22438.4,45429.0449939,38.45509089227322
1658188800,22441.38,23795.06,21586.35,23402.53,50813.51863371,0.49210466307178535
1658275200,23399.61,24277.96,22905.61,23223.96,47874.97241199,-11.582899654598947
1658361600,23218.69,23431.68,22345.38,23158.95,32887.13447304,-1.2091914171775358
1658448000,23156.26,23755.2,22512.45,22684.25,28360.52931523,-8.829459555978815
1658534400,22690.43,23002.26,21947.3,22459.15,17254.43691183,-9.307378808609762
1658620800,22459.72,23012.75,22268.45,22586.22,13352.47913689,-4.3598003807532635
1658707200,22586.23,22664.93,21255.86,21306.56,30317.39826035,-34.8817438598908
1658793600,21308.58,21338.2,20709.26,21264.87,27665.59241126,-6.2389634528160975
1658880000,21263.12,23119.04,21047.47,22964.43,34756.26114845,47.624064785496145
1658966400,22969.77,24200.17,22565.49,23855.88,37601.10830388,24.97968447894192
1659052800,23852.54,24459.8,23438.21,23789.6,27035.16745666,-6.042150763646788
1659139200,23788.07,24675.03,23523.35,23645.08,19118.43616881,-8.101570002619624
1659225600,23648.58,24189.32,23244.64,23315.95,12652.28854997,-8.299271011682492
1659312000,23304.94,23513.82,22856.85,23277.07,18408.17907247,-0.9803896847270863
1659398400,23278.74,23463.1,22661.04,22994.19,21095.73915961,-7.13304099834334
1659484800,22995.62,23645.97,22696.42,22831.86,30543.88737897,-4.0932782284398215
1659571200,22826.58,23228.11,22402.03,22621.93,27718.22999233,-5.293549550276509
1659657600,22627.17,23476.23,22589.71,23322.46,35166.11835205,14.48458200754903
1659744000,23319.95,23352.8,22921.6,22952.69,12009.67308471,-38.48792286486339
1659830400,22957.86,23404.03,22852.87,23181.62,11143.4648503,10.071711394632654
1659916800,23179.86,24255.61,23165.41,23820.8,30912.61324017,28.12054553453588
1660003200,23816.39,23921.23,22880.85,23159.22,27324.31137709,-21.568251142613505
1660089600,23157.94,24220.67,22675.92,23961.97,35259.59164473,43.30808489517579
1660176000,23960.8,24916.85,23867.14,23954.9,37781.12603447,-22.409470155882367
1660262400,23954.4,24461.1,23604.07,24413.41,22583.27471684,18.232318814070133
1660348800,24417.98,24908.5,24305.43,24452.44,17648.92264003,1.5519997455085814
1660435200,24455.15,25045.61,24160.5,24314.02,27166.45674844,-11.322151309392254
1660521600,24315.41,25207.71,23784.48,24103.81,34762.81120243,-13.812483170948738
1660608000,24100.88,24249.61,23673.02,23865.17,25285.19718803,-9.425742261404096
1660694400,23862.83,24441.29,23187.31,23341.6,30318.16188217,-20.679835215400942
1660780800,23343.34,23595.27,23108.12,23196.34,17266.0743893,-5.737442678895103
1660867200,23192.52,23200.62,20793.1,20836.46,58798.48672064,-19.57322409592141
1660953600,20836.46,21368.71,20765.5,21140.87,26357.55939443,7.467880056817727
1661040000,21144.06,21794.33,21068.11,21495.97,20201.5953857,7.993768867298083
1661126400,21519.23,21532.62,20899.1,21404.35,32060.95900856,-2.0624869152967236
1661212800,21404.18,21675.58,20897.17,21523,27632.41017357,2.670967829076101
1661299200,21524.67,21902.85,21151.05,21370.71,27589.17054455,-3.428248551959518
1661385600,21368.69,21812.1,21315.24,21566.32,20814.10493025,8.162262583264885
1661472000,21559.81,21873.84,20110.97,20246.01,48976.21207666,-18.667860854018187
1661558400,20240.68,20377.76,19804.96,20037.31,26537.67684089,3.0116292204127344
1661644800,20038.21,20157.62,19522.36,19550.11,20390.8902351,-5.375672650649644
1661731200,19553.98,20417.94,19548.34,20294.27,39814.78965366,31.672084427179634
1661817600,20292.52,20573.94,19549.2,19811.34,53864.13102214,-20.28699973534863
1661904000,19821.28,20484.35,19810.12,20053.81,44209.99933537,10.18571806644856
1661990400,20050.07,20201.81,19565.74,20127.44,30404.6259747,3.093060672382471
1662076800,20130.6,20438.37,19761.55,19954.25,26232.72519699,-7.275392881297499
1662163200,19953.02,20051.03,19660.86,19835.94,11767.95656768,-4.807472048991931
1662249600,19835.06,20021.38,19594.03,20004.08,12792.34929696,7.150390392433833
1662336000,20006.61,20051.5,19638.15,19791.58,17836.76787086,5.115654179125862
1662422400,19794.9,20176.77,18667.06,18790.61,47619.17217892,-19.12230571161972
1662508800,18795.9,19460.3,18535.47,19285.24,33166.74098606,30.30184697262168
1662595200,19295.25,19452.06,19017.93,19322.2,26290.20529142,1.8131245492942796
1662681600,19323.45,21602.83,19302.29,21370.03,53379.22345114,53.816269874430745
1662768000,21373.53,21807.29,21128.5,21655.74,22366.89438336,2.9576099090480454
1662854400,21658.13,21861.88,21361.52,21839.13,17824.16951563,3.9480580289418015
1662940800,21834.42,22485.01,21559.45,22403.06,36608.35034691,-1.3910046782757775
1663027200,22399.41,22792.25,19886.26,20174.25,52903.17616496,-59.426961221237804
1663113600,20174.37,20530.59,19623.9,20231.86,33776.8921761,1.35337038794583
1663200000,20229.49,20358.97,19499.83,19699.88,28571.55154365,-12.497239697611803
1663286400,19703.79,19888.51,19322.35,19800.14,32251.60148512,2.355301425020752
1663372800,19800.38,20186.28,19755.04,20117,14910.38739684,-0.5898632271049564
1663459200,20117.31,20119.33,19343.39,19420.94,21291.91244187,-25.719930053159175
1663545600,19421.18,19680.56,18249.97,19538.12,41633.52822997,24.959353566937523
1663632000,19536.8,19634.56,18725.93,18876.62,34854.25907631,-14.563170918569531
1663718400,18875.49,19910.47,18152.13,18456.46,61149.06568236,-7.23726849485163
1663804800,18463.28,19517.69,18365.63,19403.42,48385.34051865,20.408092894149277
1663891200,19405.34,19491.02,18536.25,19289.97,38800.81498655,20.872598759847655
1663977600,19288.92,19308.2,18811.84,18924.36,20651.23815338,-12.846789680636554
1664064000,18922.73,19176.25,18635.45,18808.52,17879.41529456,-2.724053454980165
1664150400,18807.41,19312.6,18689.95,19227.65,41311.48821256,20.604675171447603
1664236800,19229.51,20381.29,18826.44,19081.15,67760.97508088,-11.197402086763638
1664323200,19082.54,19773.28,18478.88,19409.26,59643.12904765,14.71899729045905
1664409600,19406.77,19641.12,18847.74,19594.92,43127.31865472,8.32869780545137
1664496000,19596.28,20177.32,19154.78,19426.02,46811.83559123,-7.576845089630076
1664582400,19423.86,19484.26,19169.03,19315.3,9816.7979476,-10.032045456698775
1664668800,19313.69,19396.66,18930.01,19057.33,15673.37217922,-16.70842372166066
1664755200,19061.28,19710.87,18972.41,19634.52,34475.02826096,30.339937237503943
1664841600,19633.27,20470.34,19500.47,20344.04,42333.7717843,32.91181306077917
1664928000,20344.06,20366.35,19745.62,20163.1,40279.30531044,-9.085796350416402
1665014400,20161.99,20449.26,19863.21,19958.59,50334.41845946,-10.269350125033824
1665100800,19960.63,20058.21,19331.34,19532.76,41304.41852528,-21.38280457553764
1665187200,19533.12,19625.63,19237.18,19418.17,11969.40862998,-17.764661965956222
1665273600,19421.01,19570.58,19326.97,19445.94,14474.38773781,-1.6605356974281023
1665360000,19442.08,19525.27,19031.76,19131.94,31147.46478062,-20.38524212344106
