time,open,high,low,close,Volume,RSI,RSI Line 2,RSI Line 3,Regular Bullish,Regular Bullish Label,Hidden Bullish,Hidden Bullish Label,Regular Bearish,Regular Bearish Label,Hidden Bearish,Hidden Bearish Label
1526342400,8671.16,8855.0325,8415.025,8472.7075,32241.87129724,43.91429790798584,45.20776717090351,46.07589975408261,,,,,,,,
1526428800,8476.89,8500.215,8097.66,8345.1075,43492.48660331,42.18469545299896,43.69623131195124,44.886065533016925,,,,,,,,
1526515200,8345.265,8492.6575,7989.7,8062.51,25173.60264524,38.56222571424106,41.12922851309615,43.007647023056535,38.56222571424106,,38.56222571424106,,,,,
1526601600,8060.29,8278.525,7927.11,8237.32,23228.03858577,41.886591742069726,41.50791012758294,42.25777857531973,,,,,41.886591742069726,,41.886591742069726,
1526688000,8237.35,8392.75,8151.5775,8235.1525,11589.47253615,41.856349622362096,41.68212987497252,41.969954225146125,41.856349622362096,,41.856349622362096,,,,,
1526774400,8232.7625,8596.675,8164.655,8517.3525,13426.95916674,47.20129265655711,44.44171126576481,43.20583274545547,,,,,47.20129265655711,,47.20129265655711,
1526860800,8520.1,8589.4975,8309.28,8392.9275,16461.93973408,45.227163942682935,44.83443760422387,44.020135174839666,,,,,,,,
1526947200,8396.195,8407.11,7948.705,7986.6625,23377.43672978,39.428612544722874,42.13152507447337,43.07583012465652,,,,,,,,
1527033600,7986.66,8031.66,7436.9275,7501.415,47176.72018198,33.846787816037335,37.989156445255354,40.53249328495593,33.846787816037335,,33.846787816037335,,,,,
1527120000,7504.48,7735.04,7265.0575,7578.88,35277.45593072,35.41859437150991,36.70387540838263,38.61818434666928,,,,,35.41859437150991,,35.41859437150991,
1527206400,7578.63,7658.2225,7316.015,7464.735,28219.58919206,34.13170220526426,35.417788806823445,37.01798657674637,,,,,,,,
1527292800,7464.21,7636.4225,7269.57,7334.285,12894.53013494,32.67073130494592,34.04426005588468,35.53112331631552,32.67073130494592,,32.67073130494592,,,,,
1527379200,7333.0325,7398.3175,7215.575,7342.2625,10898.95824047,32.85999720991873,33.452128632901704,34.49162597460861,,,,,32.85999720991873,,32.85999720991873,
1527465600,7342.575,7445.8975,7079.7725,7105.2875,21354.97388272,30.148812528457455,31.80047058067958,33.1460482776441,30.148812528457455,,30.148812528457455,,,,,
1527552000,7106.43,7530.875,7047.96,7463.0125,29778.09420374,38.40984485554008,35.10515771810983,34.12560299787697,,,,,38.40984485554008,,38.40984485554008,
1527638400,7463.0625,7563.2,7268.84,7379.63,21503.57776091,37.302435917989825,36.203796818049824,35.164699907963396,37.302435917989825,,37.302435917989825,,,,,
1527724800,7376.2725,7606.7875,7335.105,7486.93,19321.65989172,39.71129246786411,37.95754464295697,36.56112227546018,,,,,,,,
1527811200,7488.7975,7608.9325,7351.385,7512.7825,19595.51739472,40.306373004185275,39.131958823571125,37.84654054951565,,,,,,,,
1527897600,7512.7625,7697.4025,7438.555,7639.51,13117.0520986,43.26275804934647,41.1973584364588,39.521949492987225,,,,,,,,
1527984000,7638.0325,7784.65,7585.3,7709.2075,13039.4572781,44.87963196333214,43.038495199895465,41.28022234644135,,,,,44.87963196333214,,44.87963196333214,
1528070400,7711.3325,7756.5175,7446.5775,7492.7825,18282.18343364,40.974821871171976,42.00665853553372,41.64344044098753,40.974821871171976,,40.974821871171976,,,,,
1528156800,7494.435,7679.1575,7351.6825,7615.6225,21010.43268257,43.955406247966096,42.981032391749906,42.31223641636872,,,,,,,,
1528243200,7615.6225,7694.095,7482.5,7657.825,17430.830689,44.983284849865875,43.982158620807894,43.14719751858831,,,,,,,,
1528329600,7654.67,7748,7629.97,7686.2175,16042.49383296,45.704757735719774,44.84345817826383,43.99532784842607,,,,,45.704757735719774,,45.704757735719774,
1528416000,7682.9375,7695.5,7537.3625,7624,12012.14674481,44.33278960678298,44.588123892523406,44.291725870474735,,,,,,,,
1528502400,7624.405,7682.5675,7462.2275,7496.46,7381.21164966,41.57754599737513,43.08283494494927,43.687280407712,,,,,,,,
1528588800,7496.71,7496.71,6632.975,6772.345,46883.92515558,30.128710733794406,36.60577283937184,40.14652662354192,30.128710733794406,,30.128710733794406,,,,,
1528675200,6772.42,6911.7725,6644.1775,6879.1525,31278.86331561,33.05682260179955,34.831297720585695,37.488912172063806,,,,,33.05682260179955,,33.05682260179955,
1528761600,6879.1875,6883.0475,6451.3625,6549.965,28261.01508338,29.02022096426775,31.925759342426723,34.70733575724526,,,,,,,,
1528848000,6550.1575,6624.385,6125.01,6300.405,53998.291736,26.38934859624439,29.157553969335556,31.932444863290407,26.38934859624439,,26.38934859624439,,,,,
1528934400,6301.0525,6726.08,6271.025,6641.2375,40876.90419803,35.04961938363601,32.10358667648578,32.018015769888095,,,,,35.04961938363601,,35.04961938363601,
1529020800,6638.3125,6667.3225,6365.155,6389.6,21371.98891472,32.05144133531337,32.07751400589957,32.047764887893834,32.05144133531337,,32.05144133531337,,,,,
1529107200,6389.2025,6551.95,6330.4525,6485.1175,12146.77725386,34.34716630677005,33.21234015633481,32.630052522114326,,,,,34.34716630677005,,34.34716630677005,
1529193600,6486.11,6573.575,6428.285,6446.43,8382.85810962,33.848339957127024,33.53034005673092,33.080196289422624,33.848339957127024,,33.848339957127024,,,,,
1529280000,6448.17,6800.16,6376.44,6708.57,19850.59519349,40.18705161083403,36.85869583378248,34.969446061602554,,,,,,,,
1529366400,6710.775,6839.0425,6663.4875,6738.5225,15801.46803333,40.884077938344824,38.87138688606365,36.9204164738331,,,,,,,,
1529452800,6735.1275,6813.8675,6545.55,6756.5975,17716.34423131,41.328414152998334,40.09990051953099,38.510158496682045,,,,,41.328414152998334,,41.328414152998334,
1529539200,6757.7625,6788.1675,6681.0825,6717.83,12535.2025079,40.62314488852525,40.36152270402812,39.43584060035508,,,,,,,,
1529625600,6717.83,6729.5675,5937.815,6059.7875,50803.45344607,30.964077532961383,35.66280011849475,37.54932035942491,30.964077532961383,,30.964077532961383,,,,,
1529712000,6062.66,6265.6225,6038.57,6170.58,15147.99373599,33.81737306267627,34.740086590585506,36.14470347500521,,,,,33.81737306267627,,33.81737306267627,
1529798400,6170.3175,6260.0025,5743.85,6150.87,36461.49960681,33.551700256914216,34.14589342374986,35.145298449377535,33.551700256914216,33.551700256914216,33.551700256914216,,,,,
1529884800,6149.29,6349.0525,6071.5825,6246.9125,25664.05526324,36.18262069580823,35.16425705977905,35.15477775457829,,,,,36.18262069580823,,36.18262069580823,
1529971200,6247.1,6275.45,6029.095,6071.065,19934.12777834,33.56242012457486,34.36333859217695,34.759058173377625,33.56242012457486,,33.56242012457486,,,,,
1530057600,6071.9775,6193.4375,5988.8925,6134.4525,20966.92983991,35.379023604443006,34.871181098309975,34.8151196358438,,,,,35.379023604443006,,35.379023604443006,
1530144000,6134.0225,6161.54,5820,5852.18,22185.2740918,31.277643732010844,33.07441241516041,33.944766025502105,31.277643732010844,,31.277643732010844,,,,,
1530230400,5849.745,6376.9975,5784.4,6201.4975,33063.03761033,40.47421134022239,36.7743118776914,35.359538951596754,,,,,,,,
1530316800,6201.865,6521.69,6189.765,6386.4525,19043.15559827,44.69435833200613,40.73433510484877,38.04693702822276,,,,,44.69435833200613,,44.69435833200613,
1530403200,6386.235,6431.5,6256.1575,6347.705,11954.62530825,43.99072591031084,42.362530507579805,40.20473376790128,43.99072591031084,,43.99072591031084,,,,,
1530489600,6346.33,6672.54,6270.845,6614.4,25218.1640627,49.84367460480267,46.10310255619124,43.15391816204626,,,,,49.84367460480267,,49.84367460480267,
1530576000,6612.74,6669.865,6465.04,6503.6175,19323.78680157,47.61768064023174,46.86039159821149,45.00715488012888,47.61768064023174,,47.61768064023174,,,,,
1530662400,6503.975,6793.3575,6384.445,6584.91,21693.18053516,49.403344632126185,48.13186811516884,46.56951149764886,,,,,49.403344632126185,49.403344632126185,49.403344632126185,
1530748800,6582.6825,6703.8,6447.8725,6530.5775,23371.16838786,48.22019978958368,48.17603395237626,47.37277272501256,48.22019978958368,48.22019978958368,48.22019978958368,,,,,
1530835200,6529.865,6638.86,6450.8175,6593.61,16447.07074014,49.72447636536453,48.95025515887039,48.16151394194148,,,,,,,,
