"Market","Side","Type","Size","Price","Order Type","Trade Type","PnL","Fees","Date Time"
"SOL-PERP","sell","","0.9","97.561","limit","trade","-0.070244","0.070244","2024-02-05T08:11:24.000Z"
"SOL-PERP","buy","","0.7","97.823","limit","trade","-0.575581","0.054781","2024-02-05T07:48:24.000Z"
"SOL-PERP","sell","","0.2","97.059","limit","trade","-0.015532","0.015532","2024-02-05T07:36:20.000Z"
"SOL-PERP","sell","","0.5","97.087","limit","trade","-0.038831","0.038831","2024-02-05T07:36:20.000Z"
"SOL-PERP","buy","","0.8","96.886","limit","trade","-0.319807","0.062007","2024-02-05T07:22:48.000Z"
"SOL-PERP","sell","","0.2","96.536","limit","trade","-0.01545","0.01545","2024-02-05T06:59:47.000Z"
"SOL-PERP","sell","","0.6","96.573","limit","trade","-0.04635","0.04635","2024-02-05T06:59:47.000Z"
"SOL-PERP","buy","","0.4","96.205","limit","trade","0.045614","0.030786","2024-02-05T06:35:37.000Z"
"SOL-PERP","sell","","0.4","96.396","limit","trade","-0.030847","0.030847","2024-02-05T06:11:01.000Z"
"SOL-PERP","buy","","0.3","95.943","limit","trade","-0.027226","0.023026","2024-02-05T05:45:15.000Z"
"SOL-PERP","sell","","0.3","95.929","limit","trade","-0.023023","0.023023","2024-02-05T05:20:19.000Z"
"SOL-PERP","buy","","0.7","96.183","limit","trade","-0.025162","0.053862","2024-02-05T05:06:13.000Z"
"SOL-PERP","sell","","0.7","96.224","limit","trade","-0.053885","0.053885","2024-02-05T04:50:18.000Z"
"SOL-PERP","buy","","0.6","96.535","limit","trade","-0.256337","0.046337","2024-02-05T04:31:42.000Z"
"SOL-PERP","sell","","0.6","96.185","limit","trade","-0.046169","0.046169","2024-02-05T04:14:55.000Z"
"SOL-PERP","buy","","0.5","95.81","limit","trade","-0.141824","0.038324","2024-02-05T04:01:48.000Z"
"SOL-PERP","sell","","0.5","95.603","limit","trade","-0.038241","0.038241","2024-02-05T03:49:54.000Z"
"SOL-PERP","buy","","1","95.464","limit","trade","-0.275371","0.076371","2024-02-05T03:24:50.000Z"
"SOL-PERP","sell","","1","95.265","limit","trade","-0.076212","0.076212","2024-02-05T03:04:48.000Z"
"SOL-PERP","buy","","0.3","95.045","limit","trade","-0.113711","0.022811","2024-02-05T02:51:17.000Z"
"SOL-PERP","sell","","0.3","94.742","limit","trade","-0.022738","0.022738","2024-02-05T02:34:28.000Z"
"SOL-PERP","buy","","1","94.839","limit","trade","0.115129","0.075871","2024-02-05T02:18:51.000Z"
"SOL-PERP","sell","","1","95.03","limit","trade","-0.076024","0.076024","2024-02-05T01:53:13.000Z"
"SOL-PERP","buy","","0.3","95.036","limit","trade","-0.252909","0.022809","2024-02-05T01:36:47.000Z"
"SOL-PERP","sell","","0.3","94.269","limit","trade","-0.022625","0.022625","2024-02-05T01:13:44.000Z"
"SOL-PERP","buy","","0.5","95.363","limit","trade","0.118855","0.038145","2024-02-05T00:55:20.000Z"
"SOL-PERP","sell","","0.5","95.677","limit","trade","-0.038271","0.038271","2024-02-05T00:34:20.000Z"
"SOL-PERP","buy","","0.5","95.711","limit","trade","1.443716","0.038284","2024-02-05T00:33:32.000Z"
"SOL-PERP","sell","","0.5","98.675","limit","trade","-0.03947","0.03947","2024-02-02T14:02:21.000Z"
"SOL-PERP","buy","","0.3","99.941","limit","trade","0.503714","0.023986","2024-02-02T13:38:46.000Z"
"SOL-PERP","sell","","0.3","101.7","limit","trade","-0.024408","0.024408","2024-02-02T13:26:50.000Z"
"SOL-PERP","buy","","0.6","101.349","limit","trade","0.100752","0.048648","2024-02-02T13:12:06.000Z"
"SOL-PERP","sell","","0.6","101.598","limit","trade","-0.048767","0.048767","2024-02-02T12:48:40.000Z"
"SOL-PERP","buy","","0.6","101.762","limit","trade","0.212754","0.048846","2024-02-02T12:36:45.000Z"
"SOL-PERP","sell","","0.6","102.198","limit","trade","-0.049055","0.049055","2024-02-02T12:20:58.000Z"
