"Market","Side","Type","Size","Price","Order Type","Trade Type","PnL","Fees","Date Time"
"SOL-PERP","buy","","0.4","97.383","limit","trade","-0.18418","0.031158","2024-02-01T23:01:07.000Z"
"SOL-PERP","buy","","0.5","97.361","limit","trade","-0.219226","0.038948","2024-02-01T23:01:07.000Z"
"SOL-PERP","sell","","0.5","97","limit","trade","-0.0388","0.0388","2024-02-01T22:39:11.000Z"
"SOL-PERP","sell","","0.4","97.001","limit","trade","-0.03104","0.03104","2024-02-01T22:39:11.000Z"
"SOL-PERP","buy","","0.5","97.514","limit","trade","0.010494","0.039006","2024-02-01T22:17:40.000Z"
"SOL-PERP","sell","","0.5","97.613","limit","trade","-0.039045","0.039045","2024-02-01T22:03:21.000Z"
"SOL-PERP","buy","","0.1","97.972","limit","trade","-0.020937","0.007837","2024-02-01T21:43:21.000Z"
"SOL-PERP","buy","","0.4","97.971","limit","trade","-0.083351","0.031351","2024-02-01T21:43:21.000Z"
"SOL-PERP","sell","","0.5","97.841","limit","trade","-0.039136","0.039136","2024-02-01T21:22:34.000Z"
"SOL-PERP","buy","","0.6","97.172","limit","trade","-0.042443","0.046643","2024-02-01T20:55:46.000Z"
"SOL-PERP","sell","","0.6","97.179","limit","trade","-0.046646","0.046646","2024-02-01T20:32:02.000Z"
"SOL-PERP","buy","","0.8","97.762","limit","trade","-0.403368","0.062568","2024-02-01T20:05:45.000Z"
"SOL-PERP","sell","","0.8","97.336","limit","trade","-0.062295","0.062295","2024-02-01T19:44:58.000Z"
"SOL-PERP","buy","","0.5","96.566","limit","trade","0.025674","0.038626","2024-02-01T19:25:57.000Z"
"SOL-PERP","sell","","0.2","96.694","limit","trade","-0.015471","0.015471","2024-02-01T19:14:42.000Z"
"SOL-PERP","sell","","0.3","96.695","limit","trade","-0.023206","0.023206","2024-02-01T19:14:42.000Z"
"SOL-PERP","buy","","0.2","96.873","limit","trade","-0.037496","0.015496","2024-02-01T18:59:29.000Z"
"SOL-PERP","buy","","0.5","96.847","limit","trade","-0.080742","0.038742","2024-02-01T18:59:29.000Z"
"SOL-PERP","sell","","0.7","96.763","limit","trade","-0.054187","0.054187","2024-02-01T18:46:48.000Z"
"SOL-PERP","buy","","0.3","97.246","limit","trade","-0.092039","0.023339","2024-02-01T18:25:25.000Z"
"SOL-PERP","sell","","0.3","97.017","limit","trade","-0.023284","0.023284","2024-02-01T18:04:29.000Z"
"SOL-PERP","buy","","0.6","97.523","limit","trade","-0.675111","0.046811","2024-02-01T17:33:02.000Z"
"SOL-PERP","sell","","0.1","96.475","limit","trade","-0.007718","0.007718","2024-02-01T17:17:55.000Z"
"SOL-PERP","sell","","0.5","96.476","limit","trade","-0.03859","0.03859","2024-02-01T17:17:55.000Z"
"SOL-PERP","buy","","0.4","96.622","limit","trade","-0.383719","0.030919","2024-02-01T17:09:05.000Z"
"SOL-PERP","sell","","0.4","95.74","limit","trade","-0.030637","0.030637","2024-02-01T16:44:07.000Z"
"SOL-PERP","buy","","0.2","95.731","limit","trade","0.009489","0.015311","2024-02-01T16:42:37.000Z"
"SOL-PERP","buy","","0.6","95.682","limit","trade","0.057867","0.045933","2024-02-01T16:42:37.000Z"
"SOL-PERP","sell","","0.3","95.85","limit","trade","-0.023005","0.023005","2024-02-01T16:17:06.000Z"
"SOL-PERP","sell","","0.5","95.858","limit","trade","-0.038341","0.038341","2024-02-01T16:17:06.000Z"
"SOL-PERP","buy","","0.3","96.359","limit","trade","0.075083","0.023117","2024-02-01T15:57:46.000Z"
"SOL-PERP","buy","","0.6","96.306","limit","trade","0.181965","0.046235","2024-02-01T15:57:46.000Z"
"SOL-PERP","sell","","0.4","96.648","limit","trade","-0.030939","0.030939","2024-02-01T15:38:22.000Z"
"SOL-PERP","sell","","0.5","96.717","limit","trade","-0.038674","0.038674","2024-02-01T15:38:22.000Z"
"SOL-PERP","buy","","0.3","97.207","limit","trade","-0.171225","0.023325","2024-02-01T15:14:12.000Z"
"SOL-PERP","buy","","0.5","97.174","limit","trade","-0.268875","0.038875","2024-02-01T15:14:12.000Z"
"SOL-PERP","sell","","0.8","96.714","limit","trade","-0.061897","0.061897","2024-02-01T14:59:46.000Z"
"SOL-PERP","buy","","0.8","96.988","limit","trade","-0.887672","0.062072","2024-02-01T14:39:41.000Z"
"SOL-PERP","sell","","0.8","95.956","limit","trade","-0.061412","0.061412","2024-02-01T14:16:29.000Z"
"SOL-PERP","buy","","0.1","95.801","limit","trade","-0.037561","0.007661","2024-02-01T14:13:38.000Z"
"SOL-PERP","buy","","0.5","95.761","limit","trade","-0.167806","0.038306","2024-02-01T14:13:38.000Z"
"SOL-PERP","sell","","0.6","95.502","limit","trade","-0.045841","0.045841","2024-02-01T13:41:48.000Z"
"SOL-PERP","buy","","0.7","95.705","limit","trade","-0.596095","0.053595","2024-02-01T13:30:32.000Z"
"SOL-PERP","sell","","0.7","94.93","limit","trade","-0.053161","0.053161","2024-02-01T13:12:30.000Z"
"SOL-PERP","buy","","0.2","95.593","limit","trade","-0.041236","0.015293","2024-02-01T12:46:47.000Z"
"SOL-PERP","buy","","0.5","95.582","limit","trade","-0.097591","0.038234","2024-02-01T12:46:47.000Z"
"SOL-PERP","sell","","0.1","95.417","limit","trade","-0.007637","0.007637","2024-02-01T12:23:54.000Z"
"SOL-PERP","sell","","0.6","95.471","limit","trade","-0.045822","0.045822","2024-02-01T12:23:54.000Z"
"SOL-PERP","buy","","0.3","95.369","limit","trade","0.144511","0.022889","2024-02-01T11:55:27.000Z"
"SOL-PERP","sell","","0.3","95.927","limit","trade","-0.023022","0.023022","2024-02-01T11:43:39.000Z"
"SOL-PERP","buy","","0.3","96.046","limit","trade","-0.105451","0.023051","2024-02-01T11:43:00.000Z"
"SOL-PERP","sell","","0.2","95.758","limit","trade","-0.015323","0.015323","2024-02-01T11:27:04.000Z"
"SOL-PERP","sell","","0.1","95.798","limit","trade","-0.007661","0.007661","2024-02-01T11:27:04.000Z"
"SOL-PERP","buy","","0.5","95.831","limit","trade","0.130468","0.038332","2024-02-01T11:22:59.000Z"
"SOL-PERP","sell","","0.2","96.168","limit","trade","-0.015387","0.015387","2024-02-01T11:06:36.000Z"
"SOL-PERP","sell","","0.3","96.169","limit","trade","-0.02308","0.02308","2024-02-01T11:06:36.000Z"
"SOL-PERP","buy","","0.3","96.427","limit","trade","-0.052534","0.023134","2024-02-01T10:54:13.000Z"
"SOL-PERP","buy","","0.5","96.374","limit","trade","-0.061057","0.038557","2024-02-01T10:54:13.000Z"
"SOL-PERP","sell","","0.8","96.329","limit","trade","-0.061651","0.061651","2024-02-01T10:36:56.000Z"
"SOL-PERP","buy","","0.4","96.494","limit","trade","-0.292466","0.030866","2024-02-01T10:19:56.000Z"
"SOL-PERP","buy","","0.5","96.43","limit","trade","-0.333583","0.038583","2024-02-01T10:19:56.000Z"
"SOL-PERP","sell","","0.9","95.84","limit","trade","-0.069005","0.069005","2024-02-01T09:55:16.000Z"
"SOL-PERP","buy","","0.5","95.455","limit","trade","-0.085182","0.038182","2024-02-01T09:53:31.000Z"
"SOL-PERP","sell","","0.5","95.361","limit","trade","-0.038144","0.038144","2024-02-01T07:44:26.000Z"
"SOL-PERP","buy","","0.4","95.16","limit","trade","-0.122851","0.030451","2024-02-01T07:31:39.000Z"
"SOL-PERP","sell","","0.4","94.929","limit","trade","-0.030377","0.030377","2024-02-01T07:18:09.000Z"
"SOL-PERP","buy","","0.3","94.642","limit","trade","-0.015514","0.022714","2024-02-01T06:53:06.000Z"
"SOL-PERP","sell","","0.3","94.666","limit","trade","-0.02272","0.02272","2024-02-01T06:38:21.000Z"
"SOL-PERP","buy","","0.2","94.387","limit","trade","-0.032498","0.015098","2024-02-01T06:24:16.000Z"
"SOL-PERP","buy","","0.5","94.352","limit","trade","-0.063745","0.037745","2024-02-01T06:24:16.000Z"
"SOL-PERP","sell","","0.1","94.264","limit","trade","-0.007544","0.007544","2024-02-01T06:06:26.000Z"
"SOL-PERP","sell","","0.6","94.306","limit","trade","-0.045264","0.045264","2024-02-01T06:06:26.000Z"
"SOL-PERP","buy","","0.7","94.136","limit","trade","-0.483916","0.052716","2024-02-01T05:51:09.000Z"
"SOL-PERP","sell","","0.7","93.52","limit","trade","-0.052371","0.052371","2024-02-01T05:33:03.000Z"
"SOL-PERP","buy","","0.5","94.35","limit","trade","-0.19074","0.03774","2024-02-01T05:14:41.000Z"
"SOL-PERP","sell","","0.5","94.044","limit","trade","-0.037618","0.037618","2024-02-01T04:57:29.000Z"
"SOL-PERP","buy","","0.1","94.071","limit","trade","-0.062624","0.007524","2024-02-01T04:39:53.000Z"
"SOL-PERP","buy","","0.5","94.045","limit","trade","-0.30012","0.03762","2024-02-01T04:39:53.000Z"
"SOL-PERP","sell","","0.6","93.52","limit","trade","-0.04489","0.04489","2024-02-01T04:26:53.000Z"
"SOL-PERP","buy","","0.4","93.609","limit","trade","0.173645","0.029955","2024-02-01T04:03:01.000Z"
"SOL-PERP","sell","","0.4","94.118","limit","trade","-0.030118","0.030118","2024-02-01T03:48:08.000Z"
"SOL-PERP","buy","","0.8","93.737","limit","trade","-0.318192","0.059992","2024-02-01T03:31:00.000Z"
"SOL-PERP","sell","","0.3","93.408","limit","trade","-0.022419","0.022419","2024-02-01T03:19:34.000Z"
"SOL-PERP","sell","","0.5","93.418","limit","trade","-0.037365","0.037365","2024-02-01T03:19:34.000Z"
"SOL-PERP","buy","","0.5","94.339","limit","trade","-0.173236","0.037736","2024-02-01T03:00:19.000Z"
"SOL-PERP","sell","","0.5","94.068","limit","trade","-0.037627","0.037627","2024-02-01T02:42:05.000Z"
"SOL-PERP","buy","","0.8","94.223","limit","trade","-0.280303","0.060303","2024-02-01T02:16:23.000Z"
