"Market","Side","Type","Size","Price","Order Type","Trade Type","PnL","Fees","Date Time"
"SOL-PERP","sell","","0.3","101.79","limit","trade","-0.02443","0.02443","2024-02-08T04:21:23.000Z"
"SOL-PERP","sell","","0.1","101.791","limit","trade","-0.008143","0.008143","2024-02-08T04:21:23.000Z"
"SOL-PERP","sell","","0.2","101.792","limit","trade","-0.016286","0.016286","2024-02-08T04:21:23.000Z"
"SOL-PERP","sell","","0.1","101.793","limit","trade","-0.008143","0.008143","2024-02-08T04:21:23.000Z"
"SOL-PERP","sell","","0.7","101.793","limit","trade","-0.057003","0.057003","2024-02-08T04:21:23.000Z"
"SOL-PERP","sell","","0.2","101.793","limit","trade","-0.016286","0.016286","2024-02-08T04:21:23.000Z"
"SOL-PERP","buy","","0.4","101.818","limit","trade","-0.036802","0.032581","2024-02-08T04:15:10.000Z"
"SOL-PERP","buy","","0.5","101.817","limit","trade","-0.045502","0.040726","2024-02-08T04:15:10.000Z"
"SOL-PERP","buy","","0.3","101.817","limit","trade","-0.027302","0.024436","2024-02-08T04:15:10.000Z"
"SOL-PERP","buy","","0.6","101.816","limit","trade","-0.054003","0.048872","2024-02-08T04:15:10.000Z"
"SOL-PERP","buy","","0.1","101.816","limit","trade","-0.009","0.008145","2024-02-08T04:15:10.000Z"
"SOL-PERP","buy","","0.4","101.816","limit","trade","-0.036002","0.032581","2024-02-08T04:15:10.000Z"
"SOL-PERP","buy","","0.2","101.816","limit","trade","-0.018","0.01629","2024-02-08T04:15:10.000Z"
"SOL-PERP","buy","","0.4","101.816","limit","trade","-0.036002","0.032581","2024-02-08T04:15:10.000Z"
"SOL-PERP","sell","","1.6","101.807","limit","trade","-0.130313","0.130313","2024-02-08T04:07:18.000Z"
"SOL-PERP","sell","","0.4","101.808","limit","trade","-0.032578","0.032578","2024-02-08T04:07:18.000Z"
"SOL-PERP","sell","","0.9","101.808","limit","trade","-0.073301","0.073301","2024-02-08T04:07:18.000Z"
"SOL-PERP","buy","","0.1","101.863","limit","trade","-0.015643","0.008143","2024-02-08T04:02:29.000Z"
"SOL-PERP","buy","","0.5","101.814","limit","trade","-0.053717","0.040717","2024-02-08T04:02:29.000Z"
"SOL-PERP","buy","","0.1","101.749","limit","trade","-0.004243","0.008143","2024-02-08T04:02:29.000Z"
"SOL-PERP","buy","","0.1","101.748","limit","trade","-0.004143","0.008143","2024-02-08T04:02:29.000Z"
"SOL-PERP","buy","","0.1","101.747","limit","trade","-0.004043","0.008143","2024-02-08T04:02:29.000Z"
"SOL-PERP","buy","","0.1","101.746","limit","trade","-0.003943","0.008143","2024-02-08T04:02:29.000Z"
"SOL-PERP","sell","","0.3","101.788","limit","trade","-0.024429","0.024429","2024-02-08T03:47:17.000Z"
"SOL-PERP","sell","","0.3","101.788","limit","trade","-0.024429","0.024429","2024-02-08T03:47:17.000Z"
"SOL-PERP","sell","","0.4","101.788","limit","trade","-0.032572","0.032572","2024-02-08T03:47:17.000Z"
"SOL-PERP","buy","","0.5","101.794","limit","trade","-0.052717","0.040717","2024-02-08T03:45:48.000Z"
"SOL-PERP","buy","","0.3","101.793","limit","trade","-0.03133","0.02443","2024-02-08T03:45:48.000Z"
"SOL-PERP","buy","","0.3","101.793","limit","trade","-0.03133","0.02443","2024-02-08T03:45:48.000Z"
"SOL-PERP","buy","","0.2","101.793","limit","trade","-0.020886","0.016286","2024-02-08T03:45:48.000Z"
"SOL-PERP","buy","","0.4","101.793","limit","trade","-0.041773","0.032573","2024-02-08T03:45:48.000Z"
"SOL-PERP","sell","","1.7","101.77","limit","trade","-0.138407","0.138407","2024-02-08T03:43:51.000Z"
"SOL-PERP","buy","","0.3","102.338","limit","trade","-0.101797","0.024561","2024-02-08T03:26:33.000Z"
"SOL-PERP","buy","","0.4","102.337","limit","trade","-0.13533","0.032748","2024-02-08T03:26:33.000Z"
"SOL-PERP","buy","","0.4","102.337","limit","trade","-0.13533","0.032748","2024-02-08T03:26:33.000Z"
"SOL-PERP","sell","","0.5","102.08","limit","trade","-0.040832","0.040832","2024-02-08T03:08:14.000Z"
"SOL-PERP","sell","","0.6","102.081","limit","trade","-0.048998","0.048998","2024-02-08T03:08:14.000Z"
"SOL-PERP","buy","","0.1","101.814","limit","trade","0.015513","0.008145","2024-02-08T02:52:39.000Z"
"SOL-PERP","buy","","0.1","101.814","limit","trade","0.015513","0.008145","2024-02-08T02:52:39.000Z"
"SOL-PERP","buy","","0.1","101.814","limit","trade","0.015513","0.008145","2024-02-08T02:52:39.000Z"
"SOL-PERP","buy","","0.2","101.814","limit","trade","0.031027","0.01629","2024-02-08T02:52:39.000Z"
"SOL-PERP","buy","","0.3","101.814","limit","trade","0.04654","0.024435","2024-02-08T02:52:39.000Z"
"SOL-PERP","buy","","0.2","101.814","limit","trade","0.031027","0.01629","2024-02-08T02:52:39.000Z"
"SOL-PERP","buy","","0.5","101.813","limit","trade","0.078067","0.040725","2024-02-08T02:52:39.000Z"
"SOL-PERP","buy","","0.9","101.813","limit","trade","0.14052","0.073305","2024-02-08T02:52:39.000Z"
"SOL-PERP","sell","","1","102.05","limit","trade","-0.08164","0.08164","2024-02-08T02:41:53.000Z"
"SOL-PERP","sell","","1.4","102.051","limit","trade","-0.114296","0.114296","2024-02-08T02:41:53.000Z"
"SOL-PERP","buy","","0.1","101.987","limit","trade","0.023342","0.008158","2024-02-08T02:29:46.000Z"
"SOL-PERP","buy","","0.1","101.986","limit","trade","0.023442","0.008158","2024-02-08T02:29:46.000Z"
"SOL-PERP","buy","","0.5","101.985","limit","trade","0.117708","0.040792","2024-02-08T02:29:46.000Z"
"SOL-PERP","buy","","0.1","101.985","limit","trade","0.023542","0.008158","2024-02-08T02:29:46.000Z"
"SOL-PERP","buy","","0.3","101.984","limit","trade","0.070925","0.024475","2024-02-08T02:29:46.000Z"
"SOL-PERP","buy","","0.3","101.983","limit","trade","0.071225","0.024475","2024-02-08T02:29:46.000Z"
"SOL-PERP","buy","","0.2","101.983","limit","trade","0.047483","0.016317","2024-02-08T02:29:46.000Z"
"SOL-PERP","buy","","0.2","101.982","limit","trade","0.047683","0.016317","2024-02-08T02:29:46.000Z"
"SOL-PERP","buy","","0.2","101.981","limit","trade","0.047883","0.016317","2024-02-08T02:29:46.000Z"
"SOL-PERP","buy","","0.1","101.981","limit","trade","0.023942","0.008158","2024-02-08T02:29:46.000Z"
"SOL-PERP","buy","","0.1","101.98","limit","trade","0.024042","0.008158","2024-02-08T02:29:46.000Z"
"SOL-PERP","buy","","0.4","101.979","limit","trade","0.096566","0.032634","2024-02-08T02:29:46.000Z"
"SOL-PERP","sell","","2.6","102.302","limit","trade","-0.212788","0.212788","2024-02-08T02:01:20.000Z"
"SOL-PERP","buy","","2.5","101.768","limit","trade","-0.948536","0.203536","2024-02-08T01:39:57.000Z"
